"HsOrtho"	"MsOrtho"	"Homology_Score"
"ANKRD60"	"Ankrd60"	77.548195
"ANKRD61"	"Ankrd61"	74.99072
"ANKRD63"	"Ankrd63"	75.39955
"ANKRD65"	"Ankrd65"	78.206055
"ANKRD66"	"Ankrd66"	74.45996
"ANKRD7"	"Ankrd7"	79.065414
"ANKRD9"	"Ankrd9"	72.72815
"ANKS1B"	"Anks1b"	73.29838
"ANKS3"	"Anks3"	72.40831
"ANKS4B"	"Anks4b"	73.09496
"ANKS6"	"Anks6"	74.068375
"ANKUB1"	"Ankub1"	76.20973
"ANKZF1"	"Ankzf1"	72.58441
"ANLN"	"Anln"	73.43113
"ANO1"	"Ano1"	73.78473
"ANO10"	"Ano10"	75.6596
"ANO2"	"Ano2"	75.06831
"ANO3"	"Ano3"	72.8463
"ANO4"	"Ano4"	73.936455
"ANO5"	"Ano5"	75.36953
"ANO6"	"Ano6"	73.55463
"ANO7"	"Ano7"	74.2026
"ANO8"	"Ano8"	75.11756
"ANO9"	"Ano9"	75.172035
"ANP32A"	"Anp32a"	73.915565
"ANP32B"	"Anp32b"	74.454094
"ANP32E"	"Anp32e"	72.718094
"ANPEP"	"Anpep"	76.549484
"ANTXR1"	"Antxr1"	75.272194
"ANTXR2"	"Antxr2"	75.09747
"ANXA1"	"Anxa1"	75.316895
"ANXA10"	"Anxa10"	75.84001
"ANXA11"	"Anxa11"	74.3984
"ANXA13"	"Anxa13"	72.390396
"ANXA2"	"Anxa2"	74.23574
"ANXA3"	"Anxa3"	76.46225
"ANXA4"	"Anxa4"	73.24901
"ANXA5"	"Anxa5"	74.28368
"ANXA6"	"Anxa6"	72.44098
"ANXA7"	"Anxa7"	74.404915
"ANXA8"	"Anxa8"	92.99829
"ANXA9"	"Anxa9"	78.129486
"AOAH"	"Aoah"	75.33131
"AOC1"	"Aoc1"	73.345024
"AOC2"	"Aoc2"	75.763
"AOC3"	"Aoc3"	80.93845
"AOPEP"	"Aopep"	72.03074
"AOX1"	"Aox1"	76.64279
"AP1AR"	"Ap1ar"	72.823784
"AP1B1"	"Ap1b1"	73.09499
"AP1G1"	"Ap1g1"	72.3956
"AP1G2"	"Ap1g2"	74.18734
"AP1M1"	"Ap1m1"	73.47252
"AP1M2"	"Ap1m2"	73.58218
"AP1S1"	"Ap1s1"	73.38154
"AP1S2"	"Ap1s2"	73.2726
"AP1S3"	"Ap1s3"	75.34877
"AP2A1"	"Ap2a1"	73.98478
"AP2A2"	"Ap2a2"	73.622795
"AP2B1"	"Ap2b1"	72.888084
"AP2M1"	"Ap2m1"	74.71863
"AP2S1"	"Ap2s1"	73.64307
"AP3B1"	"Ap3b1"	74.00603
"AP3B2"	"Ap3b2"	73.10415
"AP3D1"	"Ap3d1"	70.82419
"AP3M1"	"Ap3m1"	73.078636
"AP3M2"	"Ap3m2"	73.15106
"AP3S1"	"Ap3s1"	73.49244
"AP3S2"	"Ap3s2"	75.899124
"AP4B1"	"Ap4b1"	72.46125
"AP4E1"	"Ap4e1"	72.87979
"AP4M1"	"Ap4m1"	74.368286
"AP4S1"	"Ap4s1"	72.46116
"AP5B1"	"Ap5b1"	74.537575
"AP5M1"	"Ap5m1"	73.51053
"AP5S1"	"Ap5s1"	73.01264
"AP5Z1"	"Ap5z1"	72.78957
"APAF1"	"Apaf1"	73.31907
"APBA1"	"Apba1"	75.0413
"APBA2"	"Apba2"	74.5284
"APBA3"	"Apba3"	75.419655
"APBB1"	"Apbb1"	73.859436
"APBB1IP"	"Apbb1ip"	74.524574
"APBB2"	"Apbb2"	74.90876
"APBB3"	"Apbb3"	73.188324
"APC"	"Apc"	73.20889
"APCDD1"	"Apcdd1"	75.06686
"APCS"	"Apcs"	78.50853
"APEH"	"Apeh"	73.42933
"APEX1"	"Apex1"	73.29838
"APEX2"	"Apex2"	73.94338
"APH1A"	"Aph1a"	75.13663
"APH1B"	"Aph1b"	76.063095
"API5"	"Api5"	72.84902
"APIP"	"Apip"	74.49306
"APLF"	"Aplf"	72.99759
"APLN"	"Apln"	74.30347
"APLNR"	"Aplnr"	73.42933
"APLP1"	"Aplp1"	74.62754
"APLP2"	"Aplp2"	72.78598
"APMAP"	"Apmap"	74.58599
"APOA1"	"Apoa1"	75.550735
"APOA2"	"Apoa2"	74.593925
"APOA4"	"Apoa4"	75.73954
"APOA5"	"Apoa5"	77.74744
"APOB"	"Apob"	74.847336
"APOBEC1"	"Apobec1"	76.799255
"APOBEC2"	"Apobec2"	74.673706
"APOBEC4"	"Apobec4"	75.08884
"APOBR"	"Apobr"	78.637245
"APOC1"	"Apoc1"	77.993355
"APOC2"	"Apoc2"	76.50503
"APOC3"	"Apoc3"	76.938095
"APOC4"	"Apoc4"	77.3329
"APOD"	"Apod"	75.184685
"APOE"	"Apoe"	77.2167
"APOF"	"Apof"	74.105515
"APOH"	"Apoh"	74.14087
"APOL6"	"Apol6"	82.82784
"APOLD1"	"Apold1"	74.94258
"APOM"	"Apom"	75.29479
"APOO"	"Apoo"	73.99557
"APOOL"	"Apool"	72.888084
"APP"	"App"	75.43102
"APPBP2"	"Appbp2"	72.55732
"APPL1"	"Appl1"	72.52218
"APRT"	"Aprt"	72.42468
"APTX"	"Aptx"	71.51619
"AQP1"	"Aqp1"	74.71863
"AQP11"	"Aqp11"	72.88305
"AQP2"	"Aqp2"	75.50233
"AQP3"	"Aqp3"	75.627754
"AQP4"	"Aqp4"	72.52505
"AQP5"	"Aqp5"	76.58107
"AQP6"	"Aqp6"	78.38505
"AQP7"	"Aqp7"	75.60315
"AQP8"	"Aqp8"	74.65942
"AQR"	"Aqr"	72.64048
"ARAF"	"Araf"	73.719864
"ARAP1"	"Arap1"	74.76367
"ARAP2"	"Arap2"	73.34248
"ARAP3"	"Arap3"	72.36048
"ARCN1"	"Arcn1"	74.32922
"AREG"	"Areg"	71.43885
"AREL1"	"Arel1"	72.888176
"ARF1"	"Arf1"	71.9422
"ARF3"	"Arf3"	74.238884
"ARF4"	"Arf4"	74.90516
"ARF5"	"Arf5"	76.56833
"ARF6"	"Arf6"	75.11756
"ARFGAP2"	"Arfgap2"	73.13646
"ARFGAP3"	"Arfgap3"	72.95642
"ARFGEF1"	"Arfgef1"	72.674904
"ARFGEF2"	"Arfgef2"	72.993996
"ARFGEF3"	"Arfgef3"	72.55723
"ARFIP1"	"Arfip1"	72.49302
"ARFIP2"	"Arfip2"	75.048546
"ARFRP1"	"Arfrp1"	73.31907
"ARG2"	"Arg2"	72.35385
"ARGLU1"	"Arglu1"	75.076096
"ARHGAP1"	"Arhgap1"	72.79675
"ARHGAP11A"	"Arhgap11a"	75.09706
"ARHGAP12"	"Arhgap12"	74.76376
"ARHGAP15"	"Arhgap15"	73.603424
"ARHGAP17"	"Arhgap17"	74.6738
"ARHGAP18"	"Arhgap18"	73.24901
"ARHGAP19"	"Arhgap19"	73.8765
"ARHGAP20"	"Arhgap20"	73.39131
"ARHGAP21"	"Arhgap21"	73.46892
"ARHGAP22"	"Arhgap22"	72.993996
"ARHGAP23"	"Arhgap23"	74.861946
"ARHGAP24"	"Arhgap24"	72.82055
"ARHGAP25"	"Arhgap25"	73.68071
"ARHGAP26"	"Arhgap26"	74.241745
"ARHGAP26"	"Arhgap26"	74.241745
"ARHGAP27"	"Arhgap27"	73.62233
"ARHGAP28"	"Arhgap28"	73.62233
"ARHGAP29"	"Arhgap29"	75.47298
"ARHGAP30"	"Arhgap30"	76.30614
"ARHGAP31"	"Arhgap31"	73.02529
"ARHGAP32"	"Arhgap32"	74.854904
"ARHGAP33"	"Arhgap33"	74.73368
"ARHGAP35"	"Arhgap35"	74.85499
"ARHGAP36"	"Arhgap36"	74.18966
"ARHGAP39"	"Arhgap39"	73.13128
"ARHGAP4"	"Arhgap4"	77.91575
"ARHGAP40"	"Arhgap40"	74.31796
"ARHGAP42"	"Arhgap42"	73.91638
"ARHGAP44"	"Arhgap44"	74.404915
"ARHGAP45"	"Arhgap45"	74.75347
"ARHGAP5"	"Arhgap5"	73.45529
"ARHGAP6"	"Arhgap6"	73.68131
"ARHGAP8"	"Arhgap8"	76.36464
"ARHGAP9"	"Arhgap9"	74.54117
"ARHGDIA"	"Arhgdia"	72.654724
"ARHGDIB"	"Arhgdib"	74.85499
"ARHGDIG"	"Arhgdig"	74.408516
"ARHGEF1"	"Arhgef1"	76.09498
"ARHGEF10"	"Arhgef10"	72.9715
"ARHGEF10L"	"Arhgef10l"	74.49742
"ARHGEF11"	"Arhgef11"	73.41614
"ARHGEF12"	"Arhgef12"	75.16572
"ARHGEF15"	"Arhgef15"	77.76008
"ARHGEF16"	"Arhgef16"	75.088104
"ARHGEF17"	"Arhgef17"	74.238884
"ARHGEF18"	"Arhgef18"	75.004
"ARHGEF19"	"Arhgef19"	73.592415
"ARHGEF2"	"Arhgef2"	74.82609
"ARHGEF25"	"Arhgef25"	77.9948
"ARHGEF26"	"Arhgef26"	74.404915
"ARHGEF28"	"Arhgef28"	75.24839
"ARHGEF3"	"Arhgef3"	72.090515
"ARHGEF33"	"Arhgef33"	73.025375
"ARHGEF37"	"Arhgef37"	73.3792
"ARHGEF38"	"Arhgef38"	72.90103
"ARHGEF39"	"Arhgef39"	73.17618
"ARHGEF4"	"Arhgef4"	74.80922
"ARHGEF40"	"Arhgef40"	74.45996
"ARHGEF5"	"Arhgef5"	75.088745
"ARHGEF6"	"Arhgef6"	72.674904
"ARHGEF7"	"Arhgef7"	75.656
"ARHGEF9"	"Arhgef9"	74.32584
"ARID1A"	"Arid1a"	75.186966
"ARID1B"	"Arid1b"	72.374344
"ARID2"	"Arid2"	72.79511
"ARID3A"	"Arid3a"	73.021484
"ARID3B"	"Arid3b"	73.81931
"ARID3C"	"Arid3c"	73.99557
"ARID4A"	"Arid4a"	73.068436
"ARID4B"	"Arid4b"	72.57183
"ARID5A"	"Arid5a"	73.42933
"ARID5B"	"Arid5b"	72.622055
"ARIH1"	"Arih1"	71.57442
"ARIH2"	"Arih2"	71.92665
"ARL10"	"Arl10"	74.158676
"ARL11"	"Arl11"	73.60506
"ARL13A"	"Arl13a"	74.283585
"ARL13B"	"Arl13b"	72.58441
"ARL14"	"Arl14"	73.52821
"ARL14EP"	"Arl14ep"	73.98491
"ARL14EPL"	"Arl14epl"	75.63486
"ARL15"	"Arl15"	74.570076
"ARL16"	"Arl16"	73.06484
"ARL2"	"Arl2"	73.90292
"ARL2BP"	"Arl2bp"	74.70705
"ARL3"	"Arl3"	73.779434
"ARL4A"	"Arl4a"	74.02605
"ARL4C"	"Arl4c"	74.49664
"ARL4D"	"Arl4d"	75.03923
"ARL5A"	"Arl5a"	73.06004
"ARL5B"	"Arl5b"	74.36977
"ARL5C"	"Arl5c"	75.90334
"ARL6"	"Arl6"	72.33878
"ARL6IP1"	"Arl6ip1"	73.02294
"ARL6IP4"	"Arl6ip4"	73.187584
"ARL6IP5"	"Arl6ip5"	74.54117
"ARL6IP6"	"Arl6ip6"	74.80913
"ARL8A"	"Arl8a"	73.20451
"ARL8B"	"Arl8b"	73.33573
"ARL9"	"Arl9"	73.592415
"ARMC1"	"Armc1"	72.85432
"ARMC10"	"Armc10"	73.66072
"ARMC12"	"Armc12"	76.799255
"ARMC2"	"Armc2"	72.951706
"ARMC3"	"Armc3"	73.282135
"ARMC5"	"Armc5"	73.46892
"ARMC6"	"Armc6"	72.23549
"ARMC7"	"Armc7"	73.506935
"ARMC8"	"Armc8"	72.95633
"ARMC9"	"Armc9"	73.68198
"ARMCX1"	"Armcx1"	77.905334
"ARMCX2"	"Armcx2"	78.60243
"ARMCX3"	"Armcx3"	77.558876
"ARMCX4"	"Armcx4"	79.951065
"ARMCX5"	"Armcx5"	78.80186
"ARMCX6"	"Armcx6"	80.862595
"ARMH1"	"Armh1"	74.11745
"ARMH3"	"Armh3"	72.45342
"ARMH4"	"Armh4"	73.506935
"ARMT1"	"Armt1"	72.95025
"ARNT"	"Arnt"	71.27356
"ARNT2"	"Arnt2"	72.69412
"ARNTL"	"Arntl"	75.24479
"ARNTL2"	"Arntl2"	73.11475
"ARPC1A"	"Arpc1a"	73.81682
"ARPC1B"	"Arpc1b"	73.84198
"ARPC2"	"Arpc2"	73.20306
"ARPC3"	"Arpc3"	72.21182
"ARPC4"	"Arpc4"	73.20889
"ARPC5"	"Arpc5"	74.811295
"ARPC5L"	"Arpc5l"	75.820755
"ARPIN"	"Arpin"	75.96084
"ARPP19"	"Arpp19"	75.316895
"ARPP21"	"Arpp21"	72.98577
"ARR3"	"Arr3"	75.116104
"ARRB1"	"Arrb1"	73.7417
"ARRB2"	"Arrb2"	75.627754
"ARRDC1"	"Arrdc1"	74.56972
"ARRDC2"	"Arrdc2"	72.88915
"ARRDC3"	"Arrdc3"	74.9562
"ARRDC4"	"Arrdc4"	75.79213
"ARRDC5"	"Arrdc5"	77.4749
"ARSA"	"Arsa"	71.19447
"ARSG"	"Arsg"	73.5297
"ARSI"	"Arsi"	75.28207
"ARSJ"	"Arsj"	72.168015
"ARSK"	"Arsk"	72.990715
"ART1"	"Art1"	75.86904
"ART3"	"Art3"	76.88764
"ART4"	"Art4"	75.5321
"ART5"	"Art5"	78.28335
"ARTN"	"Artn"	75.926865
"ARV1"	"Arv1"	72.39251
"ARVCF"	"Arvcf"	74.76846
"AS3MT"	"As3mt"	73.86136
"ASAH1"	"Asah1"	75.06686
"ASAH2"	"Asah2"	75.243004
"ASAP1"	"Asap1"	74.67659
"ASAP2"	"Asap2"	74.85806
"ASAP3"	"Asap3"	73.29838
"ASB1"	"Asb1"	72.55501
"ASB10"	"Asb10"	72.95025
"ASB11"	"Asb11"	73.54517
"ASB12"	"Asb12"	76.21312
"ASB13"	"Asb13"	75.419655
"ASB14"	"Asb14"	73.903404
"ASB15"	"Asb15"	74.31796
"ASB16"	"Asb16"	73.82073
"ASB17"	"Asb17"	78.68471
"ASB18"	"Asb18"	75.73809
"ASB2"	"Asb2"	73.779434
"ASB3"	"Asb3"	73.43113
"ASB4"	"Asb4"	73.17258
"ASB5"	"Asb5"	74.921326
"ASB6"	"Asb6"	73.39356
"ASB7"	"Asb7"	72.457016
"ASB8"	"Asb8"	72.82019
"ASB9"	"Asb9"	75.79213
"ASCC1"	"Ascc1"	72.84902
"ASCC2"	"Ascc2"	73.31449
"ASCC3"	"Ascc3"	73.100555
"ASCL1"	"Ascl1"	75.99527
"ASCL2"	"Ascl2"	77.27799
"ASCL3"	"Ascl3"	75.01799
"ASCL4"	"Ascl4"	74.75103
"ASCL5"	"Ascl5"	76.94269
"ASF1A"	"Asf1a"	74.71863
"ASF1B"	"Asf1b"	76.07293
"ASGR1"	"Asgr1"	81.01749
"ASGR2"	"Asgr2"	79.434296
"ASH1L"	"Ash1l"	73.86303
"ASH2L"	"Ash2l"	72.92391
"ASIC1"	"Asic1"	74.72462
"ASIC2"	"Asic2"	74.02605
"ASIC3"	"Asic3"	76.52186
"ASIC4"	"Asic4"	74.796486
"ASIC5"	"Asic5"	75.8478
"ASL"	"Asl"	74.62919
"ASMT"	"Asmt"	73.66485
"ASNS"	"Asns"	65.80213
"ASNSD1"	"Asnsd1"	73.66125
"ASPA"	"Aspa"	67.57869
"ASPDH"	"Aspdh"	73.81682
"ASPG"	"Aspg"	72.85458
"ASPH"	"Asph"	73.43113
"ASPHD1"	"Asphd1"	74.27094
"ASPHD2"	"Asphd2"	72.01777
"ASPM"	"Aspm"	72.962456
"ASPN"	"Aspn"	72.51859
"ASPRV1"	"Asprv1"	78.14646
"ASPSCR1"	"Aspscr1"	72.51859
"ASRGL1"	"Asrgl1"	73.15281
"ASS1"	"Ass1"	73.34248
"ASTE1"	"Aste1"	74.03603
"ASTL"	"Astl"	75.84925
"ASTN1"	"Astn1"	72.52505
"ASTN2"	"Astn2"	74.50333
"ASXL1"	"Asxl1"	73.025375
"ASXL2"	"Asxl2"	72.50534
"ASXL3"	"Asxl3"	75.19877
"ASZ1"	"Asz1"	72.75381
"ATAD1"	"Atad1"	74.894775
"ATAD2"	"Atad2"	74.23574
"ATAD2B"	"Atad2b"	73.09107
"ATAD3A"	"Atad3a"	76.88764
"ATAD5"	"Atad5"	75.186966
"ATAT1"	"Atat1"	74.408516
"ATCAY"	"Atcay"	74.54117
"ATE1"	"Ate1"	72.82019
"ATF3"	"Atf3"	72.92391
"ATF4"	"Atf4"	74.81585
"ATF5"	"Atf5"	76.95535
"ATF6"	"Atf6"	72.52505
"ATF6B"	"Atf6b"	74.854904
"ATF7"	"Atf7"	77.8323
"ATF7IP"	"Atf7ip"	74.07839
"ATF7IP2"	"Atf7ip2"	75.145935
"ATG10"	"Atg10"	72.343475
"ATG101"	"Atg101"	72.916374
"ATG12"	"Atg12"	72.090515
"ATG13"	"Atg13"	71.93563
"ATG14"	"Atg14"	73.02294
"ATG16L1"	"Atg16l1"	72.95166
"ATG16L2"	"Atg16l2"	77.2167
"ATG2A"	"Atg2a"	73.81931
"ATG2B"	"Atg2b"	73.02294
"ATG3"	"Atg3"	73.166336
"ATG4A"	"Atg4a"	74.06745
"ATG4B"	"Atg4b"	73.166336
"ATG4C"	"Atg4c"	73.19763
"ATG4D"	"Atg4d"	76.95535
"ATG5"	"Atg5"	72.62117
"ATG7"	"Atg7"	71.91292
"ATG9A"	"Atg9a"	73.187584
"ATG9B"	"Atg9b"	73.39356
"ATIC"	"Atic"	72.0147
"ATL1"	"Atl1"	72.21173
"ATL2"	"Atl2"	73.38164
"ATL3"	"Atl3"	73.90224
"ATM"	"Atm"	72.472336
"ATMIN"	"Atmin"	72.588005
"ATN1"	"Atn1"	72.37034
"ATOH1"	"Atoh1"	76.95075
"ATOH7"	"Atoh7"	72.92211
"ATOH8"	"Atoh8"	73.64225
"ATOX1"	"Atox1"	73.703995
"ATP10A"	"Atp10a"	71.48876
"ATP10B"	"Atp10b"	72.75555
"ATP10D"	"Atp10d"	71.44134
"ATP11A"	"Atp11a"	71.11086
"ATP11B"	"Atp11b"	71.545906
"ATP11C"	"Atp11c"	71.65237
"ATP12A"	"Atp12a"	75.550735
"ATP13A1"	"Atp13a1"	72.55051
"ATP13A2"	"Atp13a2"	70.76445
"ATP13A3"	"Atp13a3"	70.93245
"ATP13A4"	"Atp13a4"	74.6738
"ATP13A5"	"Atp13a5"	75.24839
"ATP1A1"	"Atp1a1"	72.4221
"ATP1A2"	"Atp1a2"	78.30254
"ATP1A3"	"Atp1a3"	76.88764
"ATP1A4"	"Atp1a4"	80.338615
"ATP1B1"	"Atp1b1"	74.20008
"ATP1B2"	"Atp1b2"	76.50796
"ATP1B3"	"Atp1b3"	75.630196
"ATP1B4"	"Atp1b4"	73.4552
"ATP23"	"Atp23"	72.75371
"ATP2A1"	"Atp2a1"	72.43952
"ATP2A2"	"Atp2a2"	73.77742
"ATP2A3"	"Atp2a3"	71.88368
"ATP2B1"	"Atp2b1"	73.89981
"ATP2B3"	"Atp2b3"	76.267555
"ATP2B4"	"Atp2b4"	72.931595
"ATP2C1"	"Atp2c1"	70.78889
"ATP2C2"	"Atp2c2"	73.54517
"ATP4A"	"Atp4a"	73.2726
"ATP4B"	"Atp4b"	74.58497
"ATP5MD"	"Atp5md"	80.163925
"ATP5MPL"	"Atp5mpl"	88.68688
"ATP5PB"	"Atp5pb"	72.51859
"ATP6AP1"	"Atp6ap1"	75.76659
"ATP6AP1L"	"Atp6ap1l"	76.50796
"ATP6AP2"	"Atp6ap2"	73.26123
"ATP6V0A1"	"Atp6v0a1"	74.541145
"ATP6V0A2"	"Atp6v0a2"	75.000404
"ATP6V0A4"	"Atp6v0a4"	75.08884
"ATP6V0B"	"Atp6v0b"	72.551414
"ATP6V0C"	"Atp6v0c"	75.550735
"ATP6V0D1"	"Atp6v0d1"	74.02644
"ATP6V0D2"	"Atp6v0d2"	75.68392
"ATP6V0E2"	"Atp6v0e2"	78.63871
"ATP6V1A"	"Atp6v1a"	75.43092
"ATP6V1B1"	"Atp6v1b1"	75.395966
"ATP6V1B2"	"Atp6v1b2"	74.07665
"ATP6V1C1"	"Atp6v1c1"	73.801605
"ATP6V1C2"	"Atp6v1c2"	72.951706
"ATP6V1D"	"Atp6v1d"	72.89275
"ATP6V1E1"	"Atp6v1e1"	74.9562
"ATP6V1E2"	"Atp6v1e2"	80.575714
"ATP6V1F"	"Atp6v1f"	74.131836
"ATP6V1G1"	"Atp6v1g1"	73.548775
"ATP6V1G2"	"Atp6v1g2"	77.83238
"ATP6V1G3"	"Atp6v1g3"	75.36827
"ATP6V1H"	"Atp6v1h"	72.78957
"ATP7A"	"Atp7a"	72.045074
"ATP7B"	"Atp7b"	71.407166
"ATP8A1"	"Atp8a1"	71.35334
"ATP8A2"	"Atp8a2"	71.92665
"ATP8B1"	"Atp8b1"	71.18788
"ATP8B2"	"Atp8b2"	71.69907
"ATP8B3"	"Atp8b3"	72.68149
"ATP8B4"	"Atp8b4"	72.841576
"ATP9A"	"Atp9a"	71.83678
"ATP9B"	"Atp9b"	71.49452
"ATPAF1"	"Atpaf1"	72.14129
"ATPAF2"	"Atpaf2"	72.58441
"ATPSCKMT"	"Atpsckmt"	75.03923
"ATRAID"	"Atraid"	74.283585
"ATRIP"	"Atrip"	75.622215
"ATRN"	"Atrn"	72.65482
"ATRNL1"	"Atrnl1"	75.71286
"ATRX"	"Atrx"	70.81995
"ATXN1"	"Atxn1"	75.186966
"ATXN10"	"Atxn10"	72.622055
"ATXN1L"	"Atxn1l"	74.18734
"ATXN2"	"Atxn2"	72.39251
"ATXN2L"	"Atxn2l"	74.04769
"ATXN3"	"Atxn3"	72.42945
"ATXN7"	"Atxn7"	73.28573
"ATXN7L1"	"Atxn7l1"	74.02791
"ATXN7L2"	"Atxn7l2"	75.926865
"ATXN7L3"	"Atxn7l3"	75.137344
"ATXN7L3B"	"Atxn7l3b"	76.82051
"AUH"	"Auh"	73.29838
"AUNIP"	"Aunip"	78.68471
"AUP1"	"Aup1"	72.720634
"AURKA"	"Aurka"	73.20097
"AURKAIP1"	"Aurkaip1"	72.42109
"AURKB"	"Aurkb"	74.41503
"AURKC"	"Aurkc"	79.38346
"AUTS2"	"Auts2"	75.000404
"AVEN"	"Aven"	72.95642
"AVIL"	"Avil"	75.38102
"AVL9"	"Avl9"	72.3665
"AVPI1"	"Avpi1"	74.99072
"AVPR1A"	"Avpr1a"	74.99072
"AVPR1B"	"Avpr1b"	75.57063
"AVPR2"	"Avpr2"	76.56927
"AWAT1"	"Awat1"	78.72278
"AWAT2"	"Awat2"	79.570435
"AXDND1"	"Axdnd1"	74.14745
"AXIN1"	"Axin1"	72.888176
"AXIN2"	"Axin2"	73.3598
"AXL"	"Axl"	76.11865
"AZGP1"	"Azgp1"	79.29182
"AZI2"	"Azi2"	72.854225
"AZIN1"	"Azin1"	73.68198
"AZIN2"	"Azin2"	75.68696
"B2M"	"B2m"	73.91638
"B3GALNT1"	"B3galnt1"	77.07334
"B3GALNT2"	"B3galnt2"	73.68131
"B3GALT1"	"B3galt1"	74.85806
"B3GALT2"	"B3galt2"	72.472336
"B3GALT4"	"B3galt4"	73.955444
"B3GALT5"	"B3galt5"	75.87179
"B3GALT6"	"B3galt6"	72.68755
"B3GAT1"	"B3gat1"	74.71853
"B3GAT2"	"B3gat2"	72.81517
"B3GAT3"	"B3gat3"	73.5297
"B3GLCT"	"B3glct"	75.3314
"B3GNT2"	"B3gnt2"	75.19877
"B3GNT3"	"B3gnt3"	75.395966
"B3GNT4"	"B3gnt4"	75.233284
"B3GNT5"	"B3gnt5"	74.67659
"B3GNT7"	"B3gnt7"	72.83133
"B3GNT9"	"B3gnt9"	72.65091
"B3GNTL1"	"B3gntl1"	72.27614
"B4GALNT1"	"B4galnt1"	76.884865
"B4GALNT2"	"B4galnt2"	76.887726
"B4GALNT3"	"B4galnt3"	75.01945
"B4GALNT4"	"B4galnt4"	75.899124
"B4GALT1"	"B4galt1"	75.13663
"B4GALT2"	"B4galt2"	72.76144
"B4GALT3"	"B4galt3"	72.83133
"B4GALT4"	"B4galt4"	72.58956
"B4GALT5"	"B4galt5"	73.23999
"B4GALT6"	"B4galt6"	73.58363
"B4GALT7"	"B4galt7"	73.126396
"B4GAT1"	"B4gat1"	73.64225
"B9D1"	"B9d1"	72.88305
"B9D2"	"B9d2"	74.02605
"BAALC"	"Baalc"	75.583275
"BAAT"	"Baat"	78.36167
"BABAM1"	"Babam1"	73.2726
"BABAM2"	"Babam2"	73.58723
"BACE1"	"Bace1"	73.38154
"BACE2"	"Bace2"	72.0756
"BACH2"	"Bach2"	74.39101
"BAD"	"Bad"	77.20957
"BAG1"	"Bag1"	72.48037
"BAG2"	"Bag2"	72.62215
"BAG3"	"Bag3"	72.331085
"BAG4"	"Bag4"	73.39356
"BAG5"	"Bag5"	73.36889
"BAG6"	"Bag6"	74.80913
"BAHCC1"	"Bahcc1"	75.473114
"BAHD1"	"Bahd1"	73.09499
"BAIAP2"	"Baiap2"	75.60315
"BAIAP2L1"	"Baiap2l1"	75.09747
"BAIAP2L2"	"Baiap2l2"	74.27491
"BAIAP3"	"Baiap3"	75.28207
"BAK1"	"Bak1"	75.47298
"BAMBI"	"Bambi"	74.81585
"BANF1"	"Banf1"	74.11754
"BANF2"	"Banf2"	77.90543
"BANK1"	"Bank1"	74.39101
"BANP"	"Banp"	74.11953
"BARD1"	"Bard1"	73.3598
"BARHL1"	"Barhl1"	76.015915
"BARHL2"	"Barhl2"	73.99566
"BARX1"	"Barx1"	73.43473
"BARX2"	"Barx2"	72.98577
"BASP1"	"Basp1"	74.27491
"BATF"	"Batf"	71.8946
"BATF2"	"Batf2"	75.73928
"BATF3"	"Batf3"	73.13013
"BAX"	"Bax"	75.95338
"BAZ1A"	"Baz1a"	72.67433
"BAZ1B"	"Baz1b"	73.60506
"BAZ2A"	"Baz2a"	72.720634
"BAZ2B"	"Baz2b"	74.241646
"BBC3"	"Bbc3"	76.58107
"BBIP1"	"Bbip1"	73.75846
"BBOF1"	"Bbof1"	74.718765
"BBOX1"	"Bbox1"	73.94484
"BBS1"	"Bbs1"	73.22404
"BBS10"	"Bbs10"	72.85458
"BBS12"	"Bbs12"	73.46756
"BBS2"	"Bbs2"	72.0181
"BBS4"	"Bbs4"	70.70568
"BBS5"	"Bbs5"	72.95633
"BBS7"	"Bbs7"	72.55723
"BBS9"	"Bbs9"	73.16192
"BBX"	"Bbx"	73.915565
"BCAN"	"Bcan"	73.31907
"BCAP29"	"Bcap29"	74.241646
"BCAP31"	"Bcap31"	74.3258
"BCAR1"	"Bcar1"	72.34201
"BCAR3"	"Bcar3"	71.82587
"BCAS1"	"Bcas1"	73.43113
"BCAS2"	"Bcas2"	72.59309
"BCAS3"	"Bcas3"	73.04739
"BCAT1"	"Bcat1"	73.23354
"BCAT2"	"Bcat2"	75.137344
"BCCIP"	"Bccip"	74.77007
"BCDIN3D"	"Bcdin3d"	74.3258
"BCHE"	"Bche"	74.49742
"BCKDHA"	"Bckdha"	73.548775
"BCKDHB"	"Bckdhb"	73.20889
"BCKDK"	"Bckdk"	73.16192
"BCL10"	"Bcl10"	73.41827
"BCL11A"	"Bcl11a"	75.048546
"BCL11B"	"Bcl11b"	74.71863
"BCL2"	"Bcl2"	74.76376
"BCL2L1"	"Bcl2l1"	72.49359
"BCL2L10"	"Bcl2l10"	75.656
"BCL2L11"	"Bcl2l11"	75.000404
"BCL2L12"	"Bcl2l12"	74.52585
"BCL2L13"	"Bcl2l13"	72.83133
"BCL2L14"	"Bcl2l14"	74.615166
"BCL2L15"	"Bcl2l15"	76.44484
"BCL2L2"	"Bcl2l2"	84.08727
"BCL3"	"Bcl3"	74.153076
"BCL6"	"Bcl6"	73.64225
"BCL6B"	"Bcl6b"	75.184685
"BCL7A"	"Bcl7a"	72.62117
"BCL7B"	"Bcl7b"	74.50199
