	source	interaction	target
2890	SUMO1	interacts with	EXOSC10
2891	SUMO1	interacts with	C2CD5
2892	SUMO1	interacts with	PPP2R2A
2893	SUMO1	interacts with	DYNLL2
2894	SUMO1	interacts with	RPL4
2895	SUMO1	interacts with	CAMK2G
2896	SUMO1	interacts with	NCOA3
2897	SUMO1	interacts with	LIN7C
2898	SUMO1	interacts with	NBR1
2899	SUMO1	interacts with	RALYL
2900	SP3	interacts with	SUMO1
2901	SP3	interacts with	C2CD5
2902	SP3	interacts with	RAP1A
2903	SP3	interacts with	FOXO1
2904	SP3	interacts with	RNF103
2905	SP3	interacts with	UTRN
2906	SP3	interacts with	KDM3B
2907	SP3	interacts with	ZBTB18
2908	SP3	interacts with	MAPK1
2909	SP3	interacts with	YWHAB
2910	SP3	interacts with	TPBG
2911	SP3	interacts with	CCP110
2912	SP3	interacts with	EIF3A
2913	SP3	interacts with	KDM5A
2914	SP3	interacts with	ABL1
2915	SP3	interacts with	VPS39
2916	SP3	interacts with	TBC1D15
2917	SP3	interacts with	PAPSS1
2918	SP3	interacts with	ADD3
2919	SP3	interacts with	TBCC
2920	PPP3CA	interacts with	MAP2K1
2921	PPP3CA	interacts with	SP3
2922	PPP3CA	interacts with	RAP1A
2923	PPP3CA	interacts with	RNF103
2924	PPP3CA	interacts with	MAPK1
2925	PPP3CA	interacts with	HSP90AB1
2926	PPP3CA	interacts with	RB1
2927	PPP3CA	interacts with	TAF1
2928	PPP3CA	interacts with	PAPSS1
2929	PPP3CA	interacts with	CACNA1C
2930	PPP3CA	interacts with	YWHAB
2931	PPP3CA	interacts with	PLCB2
2932	PPP3CA	interacts with	CACNB1
2933	PPP3CA	interacts with	ZBTB18
2934	PPP3CA	interacts with	INSR
2935	PPP3CA	interacts with	RALYL
2936	PPP3CA	interacts with	CAMK2G
2937	PPP3CA	interacts with	CACNA1D
2938	PPP3CA	interacts with	UTRN
2939	PPP3CA	interacts with	PPP2R2A
2940	PPP3CA	interacts with	AC002310.5
2941	PPP3CA	interacts with	RCAN2
2942	PPP3CA	interacts with	NFATC3
2943	PPP3CA	interacts with	TRIO
2944	PPP3CA	interacts with	HNRNPA3
2945	PPP3CA	interacts with	DUSP6
2946	PPP3CA	interacts with	PRKCA
2947	PPP3CA	interacts with	MYO5C
2948	PPP3CA	interacts with	C16orf74
2949	PPP3CA	interacts with	DAPK3
2950	PPP3CA	interacts with	CASK
2951	PPP3CA	interacts with	SPTBN1
2952	PPP3CA	interacts with	BCL2
2953	PPP3CA	interacts with	SETSIP
2954	PPP3CA	interacts with	ABL1
2955	PPP3CA	interacts with	MYOZ2
2956	H2AFY	interacts with	RALYL
2957	H2AFY	interacts with	HIST1H3A
2958	TAF11	interacts with	SUMO1
2959	TAF11	interacts with	SP3
2960	TAF11	interacts with	RB1
2961	TAF11	interacts with	TAF1
2962	TAF11	interacts with	C2CD5
2963	TAF11	interacts with	EIF3A
2964	TAF11	interacts with	EXOSC10
2965	TAF11	interacts with	TBCC
2966	TAF11	interacts with	KPNA3
2967	TAF11	interacts with	TIMM17A
2968	TAF11	interacts with	SNRPC
2969	TAF11	interacts with	VPS33B
2970	TAF11	interacts with	SNAPC3
2971	TAF11	interacts with	TAF4
2972	PPP2R2C	interacts with	CACNA1C
2973	PPP2R2C	interacts with	CACNB1
2974	PPP2R2C	interacts with	RPL4
2975	PPP2R2C	interacts with	PRKCA
2976	PPP2R2C	interacts with	PPP2R2A
2977	PPP2R2C	interacts with	KDM5A
2978	PPP2R2C	interacts with	BCL2
2979	PPP2R2C	interacts with	HOXB9
2980	PPP2R2C	interacts with	PPP2R3A
2981	POLR3F	interacts with	KCTD3
2982	POLR3F	interacts with	C2CD5
2983	POLR3F	interacts with	EXOSC10
2984	POLR3F	interacts with	TIMM17A
2985	POLR3F	interacts with	GTF3C2
2986	POLR3F	interacts with	GTF3C1
2987	KNOP1	interacts with	SUMO1
2988	KNOP1	interacts with	RRP8
2989	KNOP1	interacts with	OIP5
2990	SNU13	interacts with	SPCS1
2991	SNU13	interacts with	MAP2K1
2992	SNU13	interacts with	SUMO1
2993	SNU13	interacts with	GARS
2994	SNU13	interacts with	YWHAB
2995	SNU13	interacts with	RRP8
2996	SNU13	interacts with	RPL4
2997	SNU13	interacts with	CCL14
2998	SNU13	interacts with	DNAJA3
2999	SNU13	interacts with	CHST1
3000	SNU13	interacts with	TIMM17A
3001	SNU13	interacts with	NDUFS3
3002	SNU13	interacts with	SNRPC
3003	SNU13	interacts with	ELAVL2
3004	SNU13	interacts with	FUS
3005	SNU13	interacts with	HDLBP
3006	SNU13	interacts with	EXOSC10
3007	SNU13	interacts with	MRPL2
3008	SNU13	interacts with	HNRNPA3
3009	SNU13	interacts with	TIMM10B
3010	SNU13	interacts with	MRPL14
3011	SNU13	interacts with	TPBG
3012	SNU13	interacts with	GTF3C1
3013	SNU13	interacts with	THAP4
3014	SNU13	interacts with	THAP7
3015	SNU13	interacts with	RPL28
3016	SNU13	interacts with	CTNNBL1
3017	RPL4	interacts with	EXOSC10
3018	CDX2	interacts with	MAP2K1
3019	CDX2	interacts with	MAPK1
3020	CDX2	interacts with	NRXN1
3021	CDX2	interacts with	SCN4A
3022	CDX2	interacts with	GNAI2
3023	CDX2	interacts with	VSX1
3024	CDX2	interacts with	TFAP4
3025	CDX2	interacts with	LSAMP
3026	CDX2	interacts with	PPP1R14D
3027	CDX2	interacts with	SOX5
3028	CDX2	interacts with	MOGAT3
3029	CDX2	interacts with	NIN
3030	CDX2	interacts with	DMD
3031	CDX2	interacts with	HOXB9
3032	CDX2	interacts with	EPHB2
3033	CDX2	interacts with	EHMT2
3034	CDX2	interacts with	LGALS4
3035	CDX2	interacts with	BCL2
3036	CDX2	interacts with	CCDC68
3037	CDX2	interacts with	DCHS1
3038	CDX2	interacts with	DAPK2
3039	NRXN1	interacts with	CACNA1C
3040	NRXN1	interacts with	RALYL
3041	NRXN1	interacts with	SLIT3
3042	NRXN1	interacts with	ELAVL2
3043	NRXN1	interacts with	NOVA1
3044	NRXN1	interacts with	MMP24
3045	NRXN1	interacts with	LIN7C
3046	NRXN1	interacts with	SYT4
3047	NRXN1	interacts with	SYT6
3048	NRXN1	interacts with	CADPS
3049	NRXN1	interacts with	SYT12
3050	NRXN1	interacts with	DAG1
3051	GNAI2	interacts with	SPCS1
3052	GNAI2	interacts with	RAP1A
3053	GNAI2	interacts with	PRKAR1A
3054	GNAI2	interacts with	MAPK1
3055	GNAI2	interacts with	HSP90AB1
3056	GNAI2	interacts with	VIPR1
3057	GNAI2	interacts with	CACNA1C
3058	GNAI2	interacts with	YWHAB
3059	GNAI2	interacts with	PLD2
3060	GNAI2	interacts with	GNAO1
3061	GNAI2	interacts with	PLCB2
3062	GNAI2	interacts with	ILK
3063	GNAI2	interacts with	PNPLA6
3064	GNAI2	interacts with	TUBA4A
3065	GNAI2	interacts with	SCN4A
3066	GNAI2	interacts with	CAMK2G
3067	GNAI2	interacts with	CACNA1D
3068	GNAI2	interacts with	PRKCA
3069	GNAI2	interacts with	AKT3
3070	GNAI2	interacts with	NFATC3
3071	GNAI2	interacts with	ZBTB20
3072	GNAI2	interacts with	KPNB1
3073	GNAI2	interacts with	AXIN1
3074	GNAI2	interacts with	ADORA2B
3075	GNAI2	interacts with	TSPAN8
3076	GNAI2	interacts with	POMC
3077	GNAI2	interacts with	MC4R
3078	GNAI2	interacts with	PLEC
3079	GNAI2	interacts with	IGF1R
3080	GNAI2	interacts with	DOCK2
3081	GNAI2	interacts with	PLCD4
3082	GNAI2	interacts with	RGS19
3083	VSX1	interacts with	CHST8
3084	LSAMP	interacts with	STXBP6
3085	LSAMP	interacts with	NRCAM
3086	PPP1R14D	interacts with	PTCH2
3087	PPP1R14D	interacts with	LGALS4
3088	PPP1R14D	interacts with	A1CF
3089	PPP1R14D	interacts with	VSX1
3090	PPP1R14D	interacts with	BCL2L15
3091	PPP1R14D	interacts with	HHLA2
3092	PPP1R14D	interacts with	RASAL1
3093	PPP1R14D	interacts with	STMN4
3094	PPP1R14D	interacts with	HOXB9
3095	MOGAT3	interacts with	PTCH2
3096	MOGAT3	interacts with	SLC6A7
3097	MOGAT3	interacts with	MMP11
3098	EPHB2	interacts with	MAP2K1
3099	EPHB2	interacts with	SH3BP4
3100	EPHB2	interacts with	GPC1
3101	EPHB2	interacts with	SLIT3
3102	EPHB2	interacts with	PRKCA
3103	EPHB2	interacts with	AKT3
3104	EPHB2	interacts with	ABL1
3105	EPHB2	interacts with	TIAM1
3106	EPHB2	interacts with	RIT2
3107	EPHB2	interacts with	SPTBN5
3108	EPHB2	interacts with	BCL2
3109	EPHB2	interacts with	NSUN3
3110	EPHB2	interacts with	DUSP6
3111	EPHB2	interacts with	FOXO1
3112	EPHB2	interacts with	NRCAM
3113	EPHB2	interacts with	NAV1
3114	LGALS4	interacts with	CANX
3115	LGALS4	interacts with	TUB
3116	LGALS4	interacts with	MAP2K5
3117	LGALS4	interacts with	VPS4A
3118	LGALS4	interacts with	RBSN
3119	LGALS4	interacts with	CAMK2G
3120	LGALS4	interacts with	MAP2K6
3121	LGALS4	interacts with	SPTBN5
3122	LGALS4	interacts with	A1CF
3123	BCL2	interacts with	SUMO1
3124	BCL2	interacts with	SLC6A7
3125	BCL2	interacts with	LGR5
3126	BCL2	interacts with	SLIT3
3127	BCL2	interacts with	PRKCA
3128	BCL2	interacts with	PPP2R2A
3129	BCL2	interacts with	PPP2R3A
3130	CCDC68	interacts with	CENPF
3131	CCDC68	interacts with	BTN3A2
3132	DCHS1	interacts with	MMP11
3133	DCHS1	interacts with	THY1
3134	SPCS1	interacts with	LAMP1
3135	SPCS1	interacts with	RPL4
3136	DTD1	interacts with	SPG7
3137	DTD1	interacts with	NDUFS3
3138	DTD1	interacts with	FUS
3139	DTD1	interacts with	EXOSC10
3140	DTD1	interacts with	TGFBRAP1
3141	DTD1	interacts with	NCOA5
3142	DTD1	interacts with	VPS33B
3143	DTD1	interacts with	RPL4
3144	DTD1	interacts with	GTF3C2
3145	DTD1	interacts with	ZNF768
3146	DTD1	interacts with	GARS
3147	DTD1	interacts with	GDAP2
3148	DTD1	interacts with	VPS39
3149	DTD1	interacts with	VPS11
3150	DTD1	interacts with	MAN2B1
3151	GARS	interacts with	SUMO1
3152	GARS	interacts with	PPP2R2A
3153	GARS	interacts with	RAPSN
3154	GARS	interacts with	PEX6
3155	GARS	interacts with	EXOSC10
3156	GARS	interacts with	HIST1H4E
3157	AC011455.3	interacts with	DTD1
3158	AC011455.3	interacts with	GARS
3159	NCOA5	interacts with	SUMO1
3160	NCOA5	interacts with	GARS
3161	NCOA5	interacts with	EIF3A
3162	NAPRT	interacts with	DTD1
3163	NAPRT	interacts with	EHMT2
3164	NAPRT	interacts with	CLCN2
3165	NAPRT	interacts with	AARS2
3166	NAPRT	interacts with	RASAL1
3167	TNIK	interacts with	MAP2K1
3168	TNIK	interacts with	MAPK1
3169	TNIK	interacts with	TSPAN5
3170	TNIK	interacts with	MACF1
3171	TNIK	interacts with	CAMK4
3172	TNIK	interacts with	CCL14
3173	TNIK	interacts with	WWC1
3174	TNIK	interacts with	HNRNPA3
3175	TNIK	interacts with	SPTBN1
3176	TNIK	interacts with	CASK
3177	TNIK	interacts with	MRPL14
3178	TNIK	interacts with	CORIN
3179	DDAH1	interacts with	TAF1
3180	DDAH1	interacts with	STXBP6
3181	DDAH1	interacts with	MYO5C
3182	DDAH1	interacts with	RIT2
3183	RIT2	interacts with	RAB5B
3184	RIT2	interacts with	SLC6A7
3185	RIT2	interacts with	ZBTB18
3186	RIT2	interacts with	RALYL
3187	RIT2	interacts with	AKT3
3188	RIT2	interacts with	NRXN1
3189	RIT2	interacts with	TIAM1
3190	RIT2	interacts with	AC002310.5
3191	RIT2	interacts with	RAB27B
3192	RIT2	interacts with	CADPS
3193	RIT2	interacts with	DOCK2
3194	CACUL1	interacts with	TAF1
3195	CACUL1	interacts with	ZSWIM6
3196	CACUL1	interacts with	KBTBD4
3197	CACUL1	interacts with	FCHO2
3198	ZSWIM6	interacts with	TAF1
3199	ZSWIM6	interacts with	ABR
3200	KBTBD4	interacts with	HSP90AB1
3201	KBTBD4	interacts with	PEX6
3202	FCHO2	interacts with	IGF2R
3203	FCHO2	interacts with	CCL14
3204	FCHO2	interacts with	MYO5C
3205	FCHO2	interacts with	HELZ
3206	FCHO2	interacts with	SYT1
3207	FCHO2	interacts with	SOX6
3208	FCHO2	interacts with	SYT2
3209	FCHO2	interacts with	BAIAP2
3210	BDNF	interacts with	SP3
3211	BDNF	interacts with	RAP1A
3212	BDNF	interacts with	MAPK1
3213	BDNF	interacts with	RB1
3214	BDNF	interacts with	TAF1
3215	BDNF	interacts with	VIPR1
3216	BDNF	interacts with	CACNA1C
3217	BDNF	interacts with	MAP2K5
3218	BDNF	interacts with	CAMK4
3219	BDNF	interacts with	BAK1
3220	BDNF	interacts with	CSPG4
3221	BDNF	interacts with	SLIT3
3222	BDNF	interacts with	PPP3CA
3223	BDNF	interacts with	ELAVL2
3224	BDNF	interacts with	PIK3R1
3225	BDNF	interacts with	SYT1
3226	BDNF	interacts with	POMC
3227	BDNF	interacts with	CRKL
3228	BDNF	interacts with	NLGN1
3229	BDNF	interacts with	IGF1R
3230	BDNF	interacts with	FOXO1
3231	BDNF	interacts with	ASIC2
3232	BDNF	interacts with	ZFPM2
3233	BDNF	interacts with	RIT2
3234	BDNF	interacts with	SYT4
3235	BDNF	interacts with	NRCAM
3236	BDNF	interacts with	PRPH2
3237	BDNF	interacts with	CASK
3238	BDNF	interacts with	ADORA2B
3239	BDNF	interacts with	ELAVL4
3240	BDNF	interacts with	RIMS2
3241	BDNF	interacts with	PRKD1
3242	RAP1A	interacts with	SPCS1
3243	RAP1A	interacts with	CRKL
3244	RAP1A	interacts with	PPP2R2A
3245	RAP1A	interacts with	ZNF263
3246	RAP1A	interacts with	MAP2K6
3247	VIPR1	interacts with	PLCB2
3248	VIPR1	interacts with	NEK11
3249	VIPR1	interacts with	MC4R
3250	MAP2K5	interacts with	NBR1
3251	MAP2K5	interacts with	AGPAT1
3252	MAP2K5	interacts with	CAMK2G
3253	CAMK4	interacts with	MAP2K1
3254	CAMK4	interacts with	MAPK1
3255	CAMK4	interacts with	MAPK6
3256	CAMK4	interacts with	HSP90AB1
3257	CAMK4	interacts with	MAP2K3
3258	CAMK4	interacts with	TBC1D15
3259	CAMK4	interacts with	MAP2K5
3260	CAMK4	interacts with	PPP3CA
3261	CAMK4	interacts with	INSR
3262	CAMK4	interacts with	PTPRD
3263	CAMK4	interacts with	ZBTB18
3264	CAMK4	interacts with	FOXO1
3265	CAMK4	interacts with	STK4
3266	CAMK4	interacts with	PRKCA
3267	CAMK4	interacts with	TTBK2
3268	CAMK4	interacts with	AKT3
3269	CAMK4	interacts with	NDST3
3270	CAMK4	interacts with	ABL1
3271	CAMK4	interacts with	CAMK2G
3272	CAMK4	interacts with	AC002310.5
3273	CAMK4	interacts with	MYO5C
3274	CAMK4	interacts with	MAP2K6
3275	CAMK4	interacts with	BCL11B
3276	ELAVL2	interacts with	RALYL
3277	ELAVL2	interacts with	CADPS
3278	POMC	interacts with	RB1
3279	POMC	interacts with	VIPR1
3280	POMC	interacts with	NYX
3281	POMC	interacts with	TUB
3282	POMC	interacts with	SLC6A7
3283	POMC	interacts with	GNAO1
3284	POMC	interacts with	PLCB2
3285	POMC	interacts with	PCSK2
3286	POMC	interacts with	CHST8
3287	POMC	interacts with	VSX1
3288	POMC	interacts with	CPNE6
3289	POMC	interacts with	FOXO1
3290	POMC	interacts with	ADORA2B
3291	POMC	interacts with	PRLHR
3292	POMC	interacts with	MC4R
3293	POMC	interacts with	POU1F1
3294	POMC	interacts with	GP2
3295	POMC	interacts with	SDC3
3296	NLGN1	interacts with	RALYL
3297	NLGN1	interacts with	HIST1H4E
3298	NLGN1	interacts with	ELAVL2
3299	NLGN1	interacts with	NRXN1
3300	NLGN1	interacts with	H2AFY
3301	NLGN1	interacts with	NOVA1
3302	NLGN1	interacts with	NRCAM
3303	NLGN1	interacts with	MMP16
3304	NLGN1	interacts with	DNHD1
3305	IGF1R	interacts with	MAP2K1
3306	IGF1R	interacts with	SUMO1
3307	IGF1R	interacts with	MAPK1
3308	IGF1R	interacts with	MAP2K3
3309	IGF1R	interacts with	TSPAN5
3310	IGF1R	interacts with	TAF1
3311	IGF1R	interacts with	IGF2R
3312	IGF1R	interacts with	NCOA3
3313	IGF1R	interacts with	YWHAB
3314	IGF1R	interacts with	PLCB2
3315	IGF1R	interacts with	MMP11
3316	IGF1R	interacts with	LGR5
3317	IGF1R	interacts with	ZBTB18
3318	IGF1R	interacts with	TPBG
3319	IGF1R	interacts with	INSR
3320	IGF1R	interacts with	PTPRD
3321	IGF1R	interacts with	TTBK2
3322	IGF1R	interacts with	SLIT3
3323	IGF1R	interacts with	PTPRK
3324	IGF1R	interacts with	CAMK2G
3325	IGF1R	interacts with	PRKCA
3326	IGF1R	interacts with	MAP2K6
3327	IGF1R	interacts with	AKT3
3328	IGF1R	interacts with	ABL1
3329	IGF1R	interacts with	ZBTB20
3330	IGF1R	interacts with	KDM5A
3331	IGF1R	interacts with	HELZ
3332	IGF1R	interacts with	UTRN
3333	IGF1R	interacts with	HHAT
3334	IGF1R	interacts with	PIK3R1
3335	IGF1R	interacts with	TIAM1
3336	IGF1R	interacts with	CRKL
3337	IGF1R	interacts with	NSUN3
3338	IGF1R	interacts with	PLEC
3339	IGF1R	interacts with	BCL2
3340	IGF1R	interacts with	DUSP6
3341	IGF1R	interacts with	GLIS2
3342	IGF1R	interacts with	FOXO1
3343	IGF1R	interacts with	AC007192.1
3344	IGF1R	interacts with	TRIO
3345	IGF1R	interacts with	BACE2
3346	IGF1R	interacts with	CASK
3347	IGF1R	interacts with	LDB2
3348	IGF1R	interacts with	NEK11
3349	ASIC2	interacts with	SLC6A7
3350	ASIC2	interacts with	CACNB1
3351	ASIC2	interacts with	RALYL
3352	ASIC2	interacts with	PRKCA
3353	ASIC2	interacts with	NRXN1
3354	ASIC2	interacts with	GRIA3
3355	ASIC2	interacts with	BCL2
3356	ASIC2	interacts with	NOVA1
3357	ZFPM2	interacts with	PRKAR1A
3358	ZFPM2	interacts with	PAPSS1
3359	ZFPM2	interacts with	LGR5
3360	ZFPM2	interacts with	SLIT3
3361	ZFPM2	interacts with	BNC2
3362	ZFPM2	interacts with	GATA3
3363	ZFPM2	interacts with	LDB2
3364	ZFPM2	interacts with	BCL11B
3365	ZFPM2	interacts with	SOX6
3366	ZFPM2	interacts with	TYRO3
3367	ZFPM2	interacts with	FAM53C
3368	ZFPM2	interacts with	PKIA
3369	SYT4	interacts with	STX4
3370	SYT4	interacts with	NBR1
3371	SYT4	interacts with	SYT12
3372	SYT4	interacts with	SYT6
3373	NRCAM	interacts with	LGR5
3374	NRCAM	interacts with	THY1
3375	NRCAM	interacts with	SLIT3
3376	NRCAM	interacts with	PRKCA
3377	NRCAM	interacts with	NRXN1
3378	NRCAM	interacts with	GRIA3
3379	PRPH2	interacts with	TUB
3380	PRPH2	interacts with	CACNB1
3381	PRPH2	interacts with	CADPS
3382	ADORA2B	interacts with	MAPK1
3383	ADORA2B	interacts with	VIPR1
3384	ADORA2B	interacts with	MC4R
3385	ELAVL4	interacts with	SUMO1
3386	ELAVL4	interacts with	CACNA1C
3387	ELAVL4	interacts with	CACNB1
3388	ELAVL4	interacts with	RALYL
3389	ELAVL4	interacts with	SLIT3
3390	ELAVL4	interacts with	ELAVL2
3391	ELAVL4	interacts with	PCSK2
3392	ELAVL4	interacts with	NRXN1
3393	ELAVL4	interacts with	FUS
3394	ELAVL4	interacts with	RASGRF1
3395	ELAVL4	interacts with	CADPS
3396	ELAVL4	interacts with	STMN4
3397	RIMS2	interacts with	SLC6A7
3398	RIMS2	interacts with	MMP11
3399	RIMS2	interacts with	SLIT3
3400	RIMS2	interacts with	NRXN1
3401	RIMS2	interacts with	ERC1
3402	RIMS2	interacts with	ASIC2
3403	RIMS2	interacts with	PRPH
3404	RIMS2	interacts with	NRCAM
3405	RIMS2	interacts with	SYT2
3406	PRKD1	interacts with	RAP1A
3407	PRKD1	interacts with	CANX
3408	PRKD1	interacts with	HSP90AB1
3409	PRKD1	interacts with	YWHAB
3410	PRKD1	interacts with	PLD2
3411	PRKD1	interacts with	PLCB2
3412	PRKD1	interacts with	STXBP6
3413	PRKD1	interacts with	BNC2
3414	PRKD1	interacts with	PRKCA
3415	PRKD1	interacts with	AKT3
3416	PRKD1	interacts with	ABL1
3417	PRKD1	interacts with	IGF1R
3418	PRKD1	interacts with	BCL2
3419	PRKD1	interacts with	TYRO3
3420	PRKD1	interacts with	AKAP6
3421	PRKD1	interacts with	NOVA1
3422	PEX6	interacts with	AGPAT1
3423	CANX	interacts with	SPCS1
3424	CANX	interacts with	MAP2K1
3425	CANX	interacts with	RAP1A
3426	CANX	interacts with	IGF2R
3427	CANX	interacts with	UTRN
3428	CANX	interacts with	CHST8
3429	CANX	interacts with	VPS4A
3430	CANX	interacts with	H2AFY
3431	CANX	interacts with	KPNA3
3432	CANX	interacts with	GBA
3433	CANX	interacts with	GARS
3434	CANX	interacts with	HMGCR
3435	CANX	interacts with	AGPAT1
3436	CANX	interacts with	RPL4
3437	CANX	interacts with	LIN7C
3438	CANX	interacts with	EIF3A
3439	CANX	interacts with	HCFC1
3440	CANX	interacts with	HYOU1
3441	CANX	interacts with	RAB5B
3442	CANX	interacts with	AL136295.1
3443	CANX	interacts with	GRIA3
3444	CANX	interacts with	XRCC5
3445	CANX	interacts with	C12orf49
3446	CANX	interacts with	LAMP1
3447	PLD2	interacts with	MAPK1
3448	PLD2	interacts with	HSP90AB1
3449	PLD2	interacts with	PTK7
3450	PLD2	interacts with	PKP3
3451	PLD2	interacts with	GPC1
3452	PLD2	interacts with	CDIPT
3453	PLD2	interacts with	PRKCA
3454	PLD2	interacts with	ERC1
3455	PLD2	interacts with	GNAO1
3456	PLD2	interacts with	TIAM1
3457	PLD2	interacts with	AGPAT1
3458	PLD2	interacts with	NDST1
3459	PLD2	interacts with	CAPN1
3460	PLD2	interacts with	TPGS1
3461	PLD2	interacts with	PIK3R1
3462	PLD2	interacts with	PLCD4
3463	BNC2	interacts with	THY1
3464	BNC2	interacts with	SLIT3
3465	BNC2	interacts with	ASIC2
3466	AKT3	interacts with	MAP2K1
3467	AKT3	interacts with	MAP2K3
3468	AKT3	interacts with	ADD3
3469	AKT3	interacts with	MAP2K5
3470	AKT3	interacts with	ZBTB18
3471	AKT3	interacts with	SNX8
3472	AKT3	interacts with	TTBK2
3473	AKT3	interacts with	THY1
3474	AKT3	interacts with	SLIT3
3475	AKT3	interacts with	CAMK2G
3476	AKT3	interacts with	PRKCA
3477	AKT3	interacts with	MAP2K6
3478	AKT3	interacts with	SPG7
3479	AKT3	interacts with	NOVA1
3480	AKT3	interacts with	SPTBN1
3481	AKT3	interacts with	NKTR
3482	AKT3	interacts with	BCL2
3483	AKT3	interacts with	PPP2R3A
3484	AKT3	interacts with	TYRO3
3485	AKT3	interacts with	ERC1
3486	AKT3	interacts with	TIAM1
3487	AKT3	interacts with	PKIA
3488	AKT3	interacts with	MMP16
3489	AKT3	interacts with	ZBTB20
3490	AKT3	interacts with	PPP2R2A
3491	AKT3	interacts with	PPP2R2C
3492	TYRO3	interacts with	LGR5
3493	TYRO3	interacts with	AGPAT1
3494	TYRO3	interacts with	DAG1
3495	NOVA1	interacts with	ELAVL2
3496	NOVA1	interacts with	CADPS
3497	NOVA1	interacts with	TRPC4
3498	UHRF1	interacts with	RB1
3499	UHRF1	interacts with	TAF1
3500	UHRF1	interacts with	KNSTRN
3501	UHRF1	interacts with	HIST1H4E
3502	UHRF1	interacts with	HIST1H3C
3503	UHRF1	interacts with	PYDC1
3504	UHRF1	interacts with	PCGF1
3505	UHRF1	interacts with	CENPF
3506	UHRF1	interacts with	EHMT2
3507	UHRF1	interacts with	HIST1H3A
3508	UHRF1	interacts with	KIF22
3509	HIST1H4E	interacts with	SUMO1
3510	HIST1H4E	interacts with	NCOA3
3511	HIST1H4E	interacts with	RPL4
3512	HIST1H4E	interacts with	RALYL
3513	HIST1H4E	interacts with	H2AFY
3514	HIST1H4E	interacts with	CRB2
3515	HIST1H4E	interacts with	MRPL2
3516	HIST1H4E	interacts with	HIST1H3A
3517	HIST1H4E	interacts with	SKOR1
3518	HIST1H4E	interacts with	HCFC1
3519	HIST1H3C	interacts with	SUMO1
3520	HIST1H3C	interacts with	NCOA3
3521	HIST1H3C	interacts with	YWHAB
3522	HIST1H3C	interacts with	RRP8
3523	HIST1H3C	interacts with	RPL4
3524	HIST1H3C	interacts with	DNAJA3
3525	HIST1H3C	interacts with	PRKCA
3526	HIST1H3C	interacts with	MYO5C
3527	HIST1H3C	interacts with	EXOSC10
3528	HIST1H3C	interacts with	HIST1H4E
3529	HIST1H3C	interacts with	SPTBN1
3530	HIST1H3C	interacts with	H2AFY
3531	HIST1H3C	interacts with	NSD2
3532	HIST1H3C	interacts with	CDAN1
3533	HIST1H3C	interacts with	KIF22
3534	HIST1H3C	interacts with	THAP7
3535	HIST1H3C	interacts with	KDM5A
3536	HIST1H3C	interacts with	XRCC5
3537	HIST1H3C	interacts with	GATAD2A
3538	HIST1H3C	interacts with	KDM6B
3539	PCGF1	interacts with	HSP90AB1
3540	PCGF1	interacts with	USP34
3541	PCGF1	interacts with	HIST1H3C
3542	PCGF1	interacts with	PPP2R3A
3543	PCGF1	interacts with	CDAN1
3544	PCGF1	interacts with	MRPL2
3545	PCGF1	interacts with	ERC1
3546	PCGF1	interacts with	HIST1H3A
3547	RASA4	interacts with	RAP1A
3548	RASA4	interacts with	DOCK4
3549	RASA4	interacts with	CASK
3550	RASA4	interacts with	RASAL1
3551	RASA4	interacts with	SYT16
3552	RASA4	interacts with	PLCD4
3553	RASA4	interacts with	SYT14
3554	DOCK4	interacts with	RAP1A
3555	DOCK4	interacts with	NCOA3
3556	DOCK4	interacts with	FOXO1
3557	DOCK4	interacts with	CRKL
3558	DOCK4	interacts with	YWHAB
3559	DOCK4	interacts with	RASAL1
3560	DOCK4	interacts with	XKR6
3561	DOCK4	interacts with	TIAM1
3562	DOCK4	interacts with	LDB2
3563	RASAL1	interacts with	RAP1A
3564	RASAL1	interacts with	C2CD5
3565	RASAL1	interacts with	PTCH2
3566	SYT16	interacts with	C2CD5
3567	SYT16	interacts with	NCOA5
3568	SYT16	interacts with	POU1F1
3569	SYT16	interacts with	SYT12
3570	SYT16	interacts with	RASAL1
3571	SYT16	interacts with	HS3ST6
3572	SYT16	interacts with	SYT4
3573	SYT16	interacts with	SYTL1
3574	SYT16	interacts with	ESYT3
3575	SYT16	interacts with	SYT14
3576	SYT16	interacts with	PLCD4
3577	PLCD4	interacts with	C2CD5
3578	PLCD4	interacts with	PRKCA
3579	PLCD4	interacts with	DOC2A
3580	PLCD4	interacts with	PRPH2
3581	PLCD4	interacts with	SYT12
3582	PLCD4	interacts with	RASAL1
3583	PLCD4	interacts with	SYT4
3584	PLCD4	interacts with	SYT6
3585	SYT14	interacts with	C2CD5
3586	SYT14	interacts with	RASAL1
3587	SYT14	interacts with	PLCD4
3588	JAM3	interacts with	EFEMP2
3589	JAM3	interacts with	THY1
3590	JAM3	interacts with	BNC2
3591	JAM3	interacts with	PRKCA
3592	JAM3	interacts with	AKT3
3593	JAM3	interacts with	LDB2
3594	JAM3	interacts with	GPRC5B
3595	JAM3	interacts with	DCHS1
3596	JAM3	interacts with	RCAN2
3597	EFEMP2	interacts with	ZNF263
3598	EFEMP2	interacts with	CACNA1C
3599	EFEMP2	interacts with	ILK
3600	EFEMP2	interacts with	MMP11
3601	EFEMP2	interacts with	TPBG
