description	name	p_value	precision	recall	query_size	effective_domain_size	intersection_size	native	source	term_size	intersections	community
"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a prolongation or process extending from a cell, e.g. a flagellum or axon."" [GOC:jl, GOC:mah, http://www.cogsci.princeton.edu/~wn/]"	cell projection organization	1.6940921848379428e-05	0.15771230502599654	0.055623471882640586	577	18123	91	GO:0030030	GO:BP	1636	['SYT17', 'TIAM1', 'PRKD1', 'GATA3', 'GPC2', 'RB1', 'BAIAP2', 'LZTFL1', 'PTK7', 'SPOCK1', 'EPHB2', 'RABEP2', 'NLGN1', 'PACSIN2', 'IFT22', 'DAG1', 'PIK3R1', 'NR2F1', 'SPTBN5', 'TRIO', 'PRKCA', 'STMN4', 'SLITRK6', 'ZSWIM6', 'MAP2K1', 'ABL1', 'SYT2', 'SYT1', 'NIN', 'CCP110', 'DNAH17', 'NES', 'CSPG4', 'PTPRK', 'MAPK1', 'HSP90AB1', 'MAPK6', 'LINGO1', 'EIF2AK4', 'RIT2', 'SKIL', 'SYT4', 'ELAVL4', 'IGF1R', 'CLMN', 'BDNF', 'NUMBL', 'KIF13B', 'RAP1A', 'TTBK2', 'PROM2', 'BCL2', 'DMD', 'BBS2', 'INSR', 'TPGS1', 'SLIT3', 'TULP1', 'CKAP5', 'TNIK', 'ILK', 'TUBA4A', 'RASAL1', 'NME5', 'GPC1', 'TPBG', 'RIMS2', 'PTPRD', 'CAMK2G', 'ARHGEF26', 'NRCAM', 'RASGRF1', 'VSTM2L', 'SPTBN1', 'NDE1', 'CSPG5', 'PPP3CA', 'TUB', 'CCDC40', 'CPNE6', 'MACF1', 'DYNLL2', 'EPS8L1', 'CRKL', 'NRXN1', 'THY1', 'JAM3', 'BCL11B', 'FEZ2', 'LMTK2', 'GNAO1']	C877
"""Cell-cell signaling to, from or within a synapse."" [GOC:dos]"	synaptic signaling	1.9197111130039432e-05	0.09012131715771231	0.06961178045515395	577	18123	52	GO:0099536	GO:BP	747	['SYT12', 'ERC1', 'CASK', 'GNAI2', 'RAPSN', 'GRIA3', 'PRKAR1A', 'BAIAP2', 'RIMS4', 'EPHB2', 'NLGN1', 'PACSIN2', 'DAG1', 'CADPS', 'STX4', 'ABL1', 'SYT2', 'SYT1', 'CAMK4', 'MAPK1', 'UNC13B', 'LIN7C', 'SYT7', 'EIF2AK4', 'RIT2', 'SYT4', 'SYT9', 'RPH3A', 'ELAVL4', 'COLQ', 'BDNF', 'RAP1A', 'CLSTN2', 'TPGS1', 'STXBP5', 'NOVA1', 'TPBG', 'RIMS2', 'STAU1', 'PTPRD', 'ASIC2', 'SYT6', 'RASGRF1', 'DOC2A', 'CSPG5', 'PPP3CA', 'VPS18', 'CPNE6', 'CRKL', 'NRXN1', 'ABR', 'CACNB1']	C877
"""A cellular transport process in which transported substances are moved in membrane-bounded vesicles; transported substances are enclosed in the vesicle lumen or located in the vesicle membrane. The process begins with a step that directs a substance to the forming vesicle, and includes vesicle budding and coating. Vesicles are then targeted to, and fuse with, an acceptor membrane."" [GOC:ai, GOC:mah, ISBN:08789310662000]"	vesicle-mediated transport	2.0158381039693524e-05	0.19584055459272098	0.051527587779297765	577	18123	113	GO:0016192	GO:BP	2193	['SYT12', 'ERC1', 'CASK', 'KPNB1', 'GNAI2', 'SYT17', 'PRKD1', 'CANX', 'BAIAP2', 'CLVS1', 'EHBP1', 'RIMS4', 'STX7', 'ARFGEF2', 'RABEP2', 'NLGN1', 'PACSIN2', 'SYTL3', 'CCDC22', 'VPS4A', 'ANKRD13B', 'PIK3R1', 'VPS11', 'VPS33A', 'UNC13D', 'CADPS', 'SPTBN5', 'MAP2K1', 'STX4', 'ABL1', 'TSNARE1', 'DOCK2', 'SYT2', 'SYT1', 'DNAJC28', 'RAB11FIP2', 'MYH2', 'XRCC5', 'MAPK1', 'HSP90AB1', 'UNC13B', 'LGI3', 'LIN7C', 'SYT7', 'STX16-NPEPL1', 'RIT2', 'SYT4', 'SYT9', 'VPS39', 'PSMC3', 'LAMP1', 'PLD2', 'XKR6', 'SYTL1', 'SNX32', 'MAN2B1', 'RAB5B', 'IGF1R', 'MON1A', 'NAPRT', 'RAP1A', 'VPS8', 'TYRO3', 'IGF2R', 'SDC1', 'PROM2', 'MON1B', 'KIF22', 'BBS2', 'CDX2', 'STXBP6', 'CALY', 'INSR', 'HPX', 'TULP1', 'HPS4', 'SYTL2', 'STXBP5', 'SCFD2', 'TUBA4A', 'RBSN', 'VPS35L', 'SYTL4', 'RIMS2', 'SYT16', 'GP2', 'RAB27B', 'SYT6', 'MTMR9', 'DOC2A', 'SPTBN1', 'KLC1', 'VPS33B', 'CSPG5', 'PPP3CA', 'SNX19', 'TUB', 'VPS18', 'CPNE6', 'HYOU1', 'MACF1', 'DYNLL2', 'KIF1C', 'NRXN1', 'SNX8', 'FCHO2', 'TGFBRAP1', 'DENND1A', 'LMTK2', 'CAPN1', 'SH3BP4', 'C2CD5', 'SYTL5']	C877
"""The release of intracellular molecules (e.g. hormones, matrix proteins) contained within a membrane-bounded vesicle by fusion of the vesicle with the plasma membrane of a cell, induced by a rise in cytosolic calcium-ion levels."" [GOC:go_curators]"	calcium-ion regulated exocytosis	2.2633670403182446e-05	0.022530329289428077	0.19696969696969696	577	18123	13	GO:0017156	GO:BP	66	['SYT12', 'GNAI2', 'SYT17', 'CADPS', 'SYT2', 'SYT1', 'UNC13B', 'SYT7', 'SYT4', 'SYT9', 'RIMS2', 'SYT6', 'DOC2A']	C877
"""The vesicular release of classical neurotransmitter molecules from a presynapse, across a chemical synapse, the subsequent activation of neurotransmitter receptors at the postsynapse of a target cell (neuron, muscle, or secretory cell) and the effects of this activation on the postsynaptic membrane potential and ionic composition of the postsynaptic cytosol. This process encompasses both spontaneous and evoked release of neurotransmitter and all parts of synaptic vesicle exocytosis. Evoked transmission starts with the arrival of an action potential at the presynapse."" [GOC:jl, MeSH:D009435]"	chemical synaptic transmission	2.352709065106429e-05	0.08665511265164645	0.07012622720897616	577	18123	50	GO:0007268	GO:BP	713	['SYT12', 'ERC1', 'CASK', 'GNAI2', 'RAPSN', 'GRIA3', 'PRKAR1A', 'BAIAP2', 'RIMS4', 'EPHB2', 'NLGN1', 'PACSIN2', 'CADPS', 'STX4', 'ABL1', 'SYT2', 'SYT1', 'CAMK4', 'MAPK1', 'UNC13B', 'LIN7C', 'SYT7', 'EIF2AK4', 'RIT2', 'SYT4', 'SYT9', 'RPH3A', 'ELAVL4', 'COLQ', 'BDNF', 'RAP1A', 'CLSTN2', 'TPGS1', 'STXBP5', 'NOVA1', 'TPBG', 'RIMS2', 'STAU1', 'PTPRD', 'ASIC2', 'SYT6', 'RASGRF1', 'DOC2A', 'CSPG5', 'PPP3CA', 'VPS18', 'CPNE6', 'NRXN1', 'ABR', 'CACNB1']	C877
"""Cell-cell signaling from pre to post-synapse, across the synaptic cleft."" [GOC:dos]"	anterograde trans-synaptic signaling	2.352709065106429e-05	0.08665511265164645	0.07012622720897616	577	18123	50	GO:0098916	GO:BP	713	['SYT12', 'ERC1', 'CASK', 'GNAI2', 'RAPSN', 'GRIA3', 'PRKAR1A', 'BAIAP2', 'RIMS4', 'EPHB2', 'NLGN1', 'PACSIN2', 'CADPS', 'STX4', 'ABL1', 'SYT2', 'SYT1', 'CAMK4', 'MAPK1', 'UNC13B', 'LIN7C', 'SYT7', 'EIF2AK4', 'RIT2', 'SYT4', 'SYT9', 'RPH3A', 'ELAVL4', 'COLQ', 'BDNF', 'RAP1A', 'CLSTN2', 'TPGS1', 'STXBP5', 'NOVA1', 'TPBG', 'RIMS2', 'STAU1', 'PTPRD', 'ASIC2', 'SYT6', 'RASGRF1', 'DOC2A', 'CSPG5', 'PPP3CA', 'VPS18', 'CPNE6', 'NRXN1', 'ABR', 'CACNB1']	C877
"""Any process in which a protein is transported to, or maintained in, a specific location."" [GOC:ai]"	protein localization	2.352709065106429e-05	0.2270363951473137	0.04906367041198502	577	18123	131	GO:0008104	GO:BP	2670	['ERC1', 'SPATA7', 'HMGCR', 'KPNB1', 'RAPSN', 'IPO4', 'TIAM1', 'CACNA1C', 'PRKD1', 'GPC2', 'CENPF', 'RB1', 'CANX', 'CACNA1D', 'BAIAP2', 'LZTFL1', 'EHBP1', 'STX7', 'ARFGEF2', 'GLIS2', 'TBC1D15', 'EPHB2', 'RABEP2', 'NLGN1', 'PACSIN2', 'SYTL3', 'CCDC22', 'VPS4A', 'IFT22', 'DAG1', 'PIK3R1', 'VPS11', 'VPS33A', 'CADPS', 'PRKCA', 'STX4', 'ABL1', 'TSNARE1', 'CDAN1', 'PEX6', 'NIN', 'NPEPPS', 'RAB11FIP2', 'XRCC5', 'PTPRK', 'MAPK1', 'HSP90AB1', 'UNC13B', 'LIN7C', 'PKP3', 'SYT7', 'STX16-NPEPL1', 'RIT2', 'SYT9', 'RPH3A', 'VPS39', 'LAMP1', 'RPL4', 'GPC6', 'SYTL1', 'SUMO1', 'SNX32', 'COLQ', 'RAB5B', 'KPNA3', 'WNK4', 'AKAP6', 'BDNF', 'MON1A', 'KIF13B', 'RAP1A', 'TTBK2', 'VPS8', 'GPC5', 'NSD2', 'MON1B', 'BCL2', 'DMD', 'BBS2', 'DENND4C', 'RPL28', 'TULP1', 'HPS4', 'TIMM17A', 'SYTL2', 'STXBP5', 'SCFD2', 'TNIK', 'RBSN', 'VPS35L', 'CCDC68', 'GPC1', 'RD3', 'TPBG', 'SYTL4', 'RIMS2', 'FAM53C', 'CAMK2G', 'YWHAB', 'DNAJC27', 'ASIC2', 'RAB27B', 'DCHS1', 'DNAJA3', 'ZDHHC21', 'SPTBN1', 'AGAP1', 'VPS33B', 'PPP3CA', 'SNX19', 'TUB', 'SPCS1', 'VPS18', 'MACF1', 'CRKL', 'NRXN1', 'PKIA', 'ZFAND2B', 'SNX8', 'FCHO2', 'THY1', 'JAM3', 'TGFBRAP1', 'ARHGEF18', 'DENND1A', 'LMTK2', 'SH3BP4', 'C2CD5', 'IPO7', 'SYTL5', 'TSPAN5']	C877
"""The directed movement of a neurotransmitter into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Neurotransmitters are any chemical substance that is capable of transmitting (or inhibiting the transmission of) a nerve impulse from a neuron to another cell."" [GOC:ai]"	neurotransmitter transport	3.09630902017573e-05	0.0415944540727903	0.10762331838565023	577	18123	24	GO:0006836	GO:BP	223	['SYT12', 'CASK', 'RIMS4', 'NLGN1', 'PPFIA4', 'CADPS', 'STX4', 'SYT2', 'SYT1', 'UNC13B', 'LIN7C', 'SYT7', 'SYT4', 'SYT9', 'RPH3A', 'RAP1A', 'STXBP5', 'RIMS2', 'SYT6', 'SLC6A7', 'DOC2A', 'CSPG5', 'VPS18', 'NRXN1']	C877
"""The process in which the structures of a neuron are generated and organized. This process occurs while the initially relatively unspecialized cell is acquiring the specialized features of a neuron."" [GOC:dph, GOC:tb]"	cell morphogenesis involved in neuron differentiation	5.2054246612674726e-05	0.07625649913344887	0.07248764415156507	577	18123	44	GO:0048667	GO:BP	607	['TIAM1', 'GATA3', 'RB1', 'BAIAP2', 'PTK7', 'EPHB2', 'NLGN1', 'DAG1', 'PIK3R1', 'SPTBN5', 'TRIO', 'PRKCA', 'SLITRK6', 'ZSWIM6', 'MAP2K1', 'ABL1', 'NIN', 'MAPK1', 'HSP90AB1', 'LINGO1', 'TBCD', 'SKIL', 'ELAVL4', 'BDNF', 'NUMBL', 'KIF13B', 'BCL2', 'SLIT3', 'TNIK', 'ILK', 'GPC1', 'TPBG', 'UNK', 'PTPRD', 'NRCAM', 'VSTM2L', 'SPTBN1', 'PPP3CA', 'MACF1', 'NRXN1', 'THY1', 'BCL11B', 'FEZ2', 'LMTK2']	C877
"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a plasma membrane bounded prolongation or process extending from a cell, e.g. a cilium or axon."" [GOC:krc]"	plasma membrane bounded cell projection organization	6.288778685970113e-05	0.15077989601386482	0.05451127819548872	577	18123	87	GO:0120036	GO:BP	1596	['SYT17', 'TIAM1', 'PRKD1', 'GATA3', 'GPC2', 'RB1', 'BAIAP2', 'LZTFL1', 'PTK7', 'SPOCK1', 'EPHB2', 'RABEP2', 'NLGN1', 'IFT22', 'DAG1', 'PIK3R1', 'NR2F1', 'SPTBN5', 'TRIO', 'PRKCA', 'STMN4', 'SLITRK6', 'ZSWIM6', 'MAP2K1', 'ABL1', 'SYT2', 'SYT1', 'NIN', 'CCP110', 'DNAH17', 'CSPG4', 'PTPRK', 'MAPK1', 'HSP90AB1', 'MAPK6', 'LINGO1', 'EIF2AK4', 'RIT2', 'SKIL', 'SYT4', 'ELAVL4', 'IGF1R', 'CLMN', 'BDNF', 'NUMBL', 'KIF13B', 'RAP1A', 'TTBK2', 'BCL2', 'DMD', 'BBS2', 'INSR', 'TPGS1', 'SLIT3', 'TULP1', 'CKAP5', 'TNIK', 'ILK', 'TUBA4A', 'RASAL1', 'NME5', 'GPC1', 'TPBG', 'RIMS2', 'PTPRD', 'CAMK2G', 'ARHGEF26', 'NRCAM', 'RASGRF1', 'VSTM2L', 'SPTBN1', 'NDE1', 'PPP3CA', 'TUB', 'CCDC40', 'CPNE6', 'MACF1', 'DYNLL2', 'EPS8L1', 'CRKL', 'NRXN1', 'THY1', 'JAM3', 'BCL11B', 'FEZ2', 'LMTK2', 'GNAO1']	C877
"""Any process that modulates the frequency, rate or extent of calcium ion-dependent exocytosis."" [GOC:go_curators]"	regulation of calcium ion-dependent exocytosis	6.480649371745745e-05	0.01733102253032929	0.24390243902439024	577	18123	10	GO:0017158	GO:BP	41	['SYT12', 'GNAI2', 'SYT17', 'SYT2', 'SYT1', 'SYT7', 'SYT4', 'SYT9', 'SYT6', 'DOC2A']	C877
"""Any process in which a macromolecule is transported to, and/or maintained in, a specific location at the level of a cell. Localization at the cellular level encompasses movement within the cell, from within the cell to the cell surface, or from one location to another at the surface of a cell."" [GOC:mah]"	cellular macromolecule localization	8.087321933550008e-05	0.1681109185441941	0.052262931034482756	577	18123	97	GO:0070727	GO:BP	1856	['SPATA7', 'KPNB1', 'RAPSN', 'IPO4', 'TIAM1', 'PRKD1', 'GPC2', 'RB1', 'LZTFL1', 'EXOSC10', 'STX7', 'GLIS2', 'TBC1D15', 'EPHB2', 'NLGN1', 'PACSIN2', 'SYTL3', 'VPS4A', 'IFT22', 'DAG1', 'PIK3R1', 'VPS11', 'VPS33A', 'STX4', 'TSNARE1', 'PEX6', 'NPEPPS', 'RAB11FIP2', 'XRCC5', 'PTPRK', 'MAPK1', 'HSP90AB1', 'LIN7C', 'PKP3', 'STX16-NPEPL1', 'RIT2', 'A1CF', 'RPH3A', 'VPS39', 'LAMP1', 'RPL4', 'GPC6', 'SYTL1', 'COLQ', 'RAB5B', 'KPNA3', 'AKAP6', 'BDNF', 'MON1A', 'KIF13B', 'RAP1A', 'TTBK2', 'GPC5', 'MON1B', 'BCL2', 'DMD', 'BBS2', 'DENND4C', 'RPL28', 'TULP1', 'HPS4', 'TIMM17A', 'SYTL2', 'SCFD2', 'TNIK', 'GPC1', 'TPBG', 'SYTL4', 'RIMS2', 'FAM53C', 'YWHAB', 'DNAJC27', 'RAB27B', 'DCHS1', 'DNAJA3', 'ZDHHC21', 'SPTBN1', 'VPS33B', 'PPP3CA', 'TUB', 'SPCS1', 'VPS18', 'MACF1', 'CRKL', 'NRXN1', 'PKIA', 'ZFAND2B', 'SNX8', 'FCHO2', 'THY1', 'JAM3', 'TGFBRAP1', 'SH3BP4', 'C2CD5', 'IPO7', 'SYTL5', 'TSPAN5']	C877
"""Any process that modulates levels of neurotransmitter."" [GOC:jl]"	regulation of neurotransmitter levels	8.884117014645847e-05	0.03986135181975736	0.10407239819004525	577	18123	23	GO:0001505	GO:BP	221	['SYT12', 'CASK', 'RIMS4', 'NLGN1', 'CADPS', 'STX4', 'SYT2', 'SYT1', 'UNC13B', 'LIN7C', 'SYT7', 'SYT4', 'SYT9', 'RPH3A', 'COLQ', 'RAP1A', 'STXBP5', 'RIMS2', 'SYT6', 'DOC2A', 'CSPG5', 'VPS18', 'NRXN1']	C877
"""Any process that activates or increases the frequency, rate or extent of exocytosis."" [GOC:go_curators]"	positive regulation of exocytosis	9.146536695825281e-05	0.024263431542461005	0.1590909090909091	577	18123	14	GO:0045921	GO:BP	88	['NLGN1', 'VPS4A', 'UNC13D', 'CADPS', 'STX4', 'SYT1', 'SYT7', 'SYT4', 'SYT9', 'LAMP1', 'SDC1', 'STXBP5', 'SYTL4', 'RAB27B']	C877
"""The change in form (cell shape and size) that occurs when relatively unspecialized cells, e.g. embryonic or regenerative cells, acquire specialized structural and/or functional features that characterize the cells, tissues, or organs of the mature organism or some other relatively stable phase of the organism's life history."" [GOC:go_curators]"	cell morphogenesis involved in differentiation	0.00010271773455066134	0.08665511265164645	0.06631299734748011	577	18123	50	GO:0000904	GO:BP	754	['TIAM1', 'GATA3', 'RB1', 'BAIAP2', 'PTK7', 'EPHB2', 'NLGN1', 'DAG1', 'PIK3R1', 'VPS33A', 'UNC13D', 'SPTBN5', 'TRIO', 'PRKCA', 'SLITRK6', 'ZSWIM6', 'MAP2K1', 'ABL1', 'NIN', 'MAPK1', 'HSP90AB1', 'LINGO1', 'TBCD', 'SKIL', 'ELAVL4', 'BDNF', 'NUMBL', 'KIF13B', 'TYRO3', 'BCL2', 'SLIT3', 'TNIK', 'ILK', 'GPC1', 'TPBG', 'UNK', 'PTPRD', 'ARHGEF26', 'NRCAM', 'VSTM2L', 'SPTBN1', 'CSPG5', 'PPP3CA', 'MACF1', 'CRKL', 'NRXN1', 'THY1', 'BCL11B', 'FEZ2', 'LMTK2']	C877
"""The process in which a signal is secreted or discharged into the extracellular medium from a cellular source."" [GOC:mtg_signal]"	signal release	0.0001440467861803363	0.06412478336221837	0.07551020408163266	577	18123	37	GO:0023061	GO:BP	490	['SYT12', 'CASK', 'HMGCR', 'SYT17', 'TIAM1', 'CACNA1C', 'GATA3', 'CACNA1D', 'RIMS4', 'NLGN1', 'CADPS', 'PRKCA', 'STX4', 'SYT2', 'SYT1', 'POMC', 'RAB11FIP2', 'UNC13B', 'LIN7C', 'SYT7', 'SYT4', 'SYT9', 'RPH3A', 'MAP2K6', 'RAP1A', 'STXBP5', 'SYTL4', 'RIMS2', 'CAMK2G', 'SYT6', 'DOC2A', 'CSPG5', 'PPP3CA', 'SNX19', 'VPS18', 'NRXN1', 'FFAR4']	C877
"""Any process in which a macromolecule is transported to, or maintained in, a specific location."" [GOC:mah]"	macromolecule localization	0.0001440467861803363	0.2512998266897747	0.046060991105463786	577	18123	145	GO:0033036	GO:BP	3148	['ERC1', 'SPATA7', 'HMGCR', 'KPNB1', 'RAPSN', 'IPO4', 'TIAM1', 'CACNA1C', 'PRKD1', 'GPC2', 'CENPF', 'RB1', 'CANX', 'CACNA1D', 'BAIAP2', 'PITPNM2', 'LZTFL1', 'EXOSC10', 'EHBP1', 'STX7', 'ARFGEF2', 'GLIS2', 'HDLBP', 'TBC1D15', 'EPHB2', 'RABEP2', 'NLGN1', 'PACSIN2', 'SYTL3', 'CCDC22', 'VPS4A', 'IFT22', 'DAG1', 'PIK3R1', 'VPS11', 'VPS33A', 'ESYT3', 'CADPS', 'THOC6', 'PRKCA', 'STX4', 'ABL1', 'TSNARE1', 'CDAN1', 'PEX6', 'NIN', 'NPEPPS', 'POMC', 'RAB11FIP2', 'XRCC5', 'PTPRK', 'MAPK1', 'HSP90AB1', 'UNC13B', 'LIN7C', 'PKP3', 'SYT7', 'STX16-NPEPL1', 'RIT2', 'A1CF', 'SYT9', 'RPH3A', 'VPS39', 'GBA', 'MAP2K6', 'LAMP1', 'RPL4', 'GPC6', 'XKR6', 'SYTL1', 'SUMO1', 'SNX32', 'COLQ', 'RAB5B', 'KPNA3', 'WNK4', 'HNRNPA3', 'AKAP6', 'BDNF', 'MON1A', 'KIF13B', 'RAP1A', 'TTBK2', 'VPS8', 'GPC5', 'NSD2', 'MON1B', 'BCL2', 'DMD', 'BBS2', 'RFT1', 'DENND4C', 'RPL28', 'TULP1', 'HPS4', 'TIMM17A', 'SYTL2', 'STXBP5', 'SCFD2', 'CKAP5', 'TNIK', 'RBSN', 'VPS35L', 'CCDC68', 'GPC1', 'RD3', 'TPBG', 'SYTL4', 'RIMS2', 'SPNS1', 'FAM53C', 'CAMK2G', 'YWHAB', 'DNAJC27', 'ASIC2', 'RAB27B', 'DCHS1', 'DNAJA3', 'ZDHHC21', 'SPTBN1', 'AGAP1', 'VPS33B', 'PPP3CA', 'SNX19', 'TUB', 'SPCS1', 'VPS18', 'MACF1', 'CRKL', 'NRXN1', 'PKIA', 'ZFAND2B', 'SNX8', 'FCHO2', 'THY1', 'JAM3', 'TGFBRAP1', 'ARHGEF18', 'DENND1A', 'LMTK2', 'SH3BP4', 'C2CD5', 'IPO7', 'SYTL5', 'TSPAN5']	C877
"""Any process in which a protein is transported to, and/or maintained in, a specific location at the level of a cell. Localization at the cellular level encompasses movement within the cell, from within the cell to the cell surface, or from one location to another at the surface of a cell."" [GOC:mah]"	cellular protein localization	0.00016915813714490417	0.16464471403812825	0.05157437567861021	577	18123	95	GO:0034613	GO:BP	1842	['SPATA7', 'KPNB1', 'RAPSN', 'IPO4', 'TIAM1', 'PRKD1', 'GPC2', 'RB1', 'LZTFL1', 'STX7', 'GLIS2', 'TBC1D15', 'EPHB2', 'NLGN1', 'PACSIN2', 'SYTL3', 'VPS4A', 'IFT22', 'DAG1', 'PIK3R1', 'VPS11', 'VPS33A', 'STX4', 'TSNARE1', 'PEX6', 'NPEPPS', 'RAB11FIP2', 'XRCC5', 'PTPRK', 'MAPK1', 'HSP90AB1', 'LIN7C', 'PKP3', 'STX16-NPEPL1', 'RIT2', 'RPH3A', 'VPS39', 'LAMP1', 'RPL4', 'GPC6', 'SYTL1', 'COLQ', 'RAB5B', 'KPNA3', 'AKAP6', 'BDNF', 'MON1A', 'KIF13B', 'RAP1A', 'TTBK2', 'GPC5', 'MON1B', 'BCL2', 'DMD', 'BBS2', 'DENND4C', 'RPL28', 'TULP1', 'HPS4', 'TIMM17A', 'SYTL2', 'SCFD2', 'TNIK', 'GPC1', 'TPBG', 'SYTL4', 'RIMS2', 'FAM53C', 'YWHAB', 'DNAJC27', 'RAB27B', 'DCHS1', 'DNAJA3', 'ZDHHC21', 'SPTBN1', 'VPS33B', 'PPP3CA', 'TUB', 'SPCS1', 'VPS18', 'MACF1', 'CRKL', 'NRXN1', 'PKIA', 'ZFAND2B', 'SNX8', 'FCHO2', 'THY1', 'JAM3', 'TGFBRAP1', 'SH3BP4', 'C2CD5', 'IPO7', 'SYTL5', 'TSPAN5']	C877
"""Fusion of the membrane of a transport vesicle with its target membrane."" [GOC:jid]"	vesicle fusion	0.00024971951108125086	0.025996533795493933	0.13636363636363635	577	18123	15	GO:0006906	GO:BP	110	['STX7', 'VPS4A', 'VPS11', 'STX4', 'TSNARE1', 'SYT1', 'SYT7', 'SYT4', 'SYT9', 'VPS39', 'VPS8', 'STXBP6', 'VPS18', 'TGFBRAP1', 'C2CD5']	C877
"""Any process that mediates the transfer of information from one cell to another. This process includes signal transduction in the receiving cell and, where applicable, release of a ligand and any processes that actively facilitate its transport and presentation to the receiving cell.  Examples include signaling via soluble ligands, via cell adhesion molecules and via gap junctions."" [GOC:dos, GOC:mah]"	cell-cell signaling	0.0002551124324903325	0.1559792027729636	0.05187319884726225	577	18123	90	GO:0007267	GO:BP	1735	['SYT12', 'ERC1', 'CASK', 'HMGCR', 'GNAI2', 'RAPSN', 'SYT17', 'TIAM1', 'CACNA1C', 'GRIA3', 'GATA3', 'PRKAR1A', 'CELA1', 'CACNA1D', 'BAIAP2', 'PTK7', 'RIMS4', 'PLCB2', 'EPHB2', 'NLGN1', 'PACSIN2', 'DAG1', 'TNRC6A', 'CADPS', 'PRKCA', 'STX4', 'ABL1', 'SYT2', 'SYT1', 'WNK1', 'POMC', 'CAMK4', 'RAB11FIP2', 'MAPK1', 'UNC13B', 'LIN7C', 'SYT7', 'EIF2AK4', 'RIT2', 'SYT4', 'SYT9', 'RPH3A', 'PSMC3', 'MAP2K6', 'GPC6', 'ELAVL4', 'COLQ', 'BDNF', 'RAP1A', 'PPP2R3A', 'GPC5', 'SDC1', 'CLSTN2', 'GAL3ST4', 'TPGS1', 'STXBP5', 'TNIK', 'ILK', 'NOVA1', 'TPBG', 'KDM6A', 'SYTL4', 'RIMS2', 'STAU1', 'PTPRD', 'CAMK2G', 'ASIC2', 'GPRC5B', 'SYT6', 'STK4', 'RASGRF1', 'DOC2A', 'CASQ2', 'CSPG5', 'PPP3CA', 'SNX19', 'LGR5', 'USP34', 'VPS18', 'CPNE6', 'DAPK3', 'MACF1', 'CRKL', 'NRXN1', 'AXIN1', 'THY1', 'ABR', 'CACNB1', 'FFAR4', 'GNAO1']	C877
"""A cellular localization process whereby a substance or cellular entity, such as a protein complex or organelle, is transported to, and/or maintained in, a specific location within a cell including the localization of substances or cellular entities to the cell membrane."" [GOC:tb, GOC:vw]"	cellular localization	0.00027722344316400473	0.2720970537261698	0.04461494742824666	577	18123	157	GO:0051641	GO:BP	3519	['SYT12', 'ERC1', 'SPATA7', 'CASK', 'HMGCR', 'KPNB1', 'RAPSN', 'IPO4', 'TIAM1', 'CACNA1C', 'PRKD1', 'GPC2', 'CENPF', 'RB1', 'CANX', 'CACNA1D', 'LZTFL1', 'EXOSC10', 'RIMS4', 'STX7', 'ARFGEF2', 'GLIS2', 'TBC1D15', 'EPHB2', 'NLGN1', 'PACSIN2', 'SYTL3', 'CCDC22', 'VPS4A', 'IFT22', 'DAG1', 'PIK3R1', 'VPS11', 'VPS33A', 'UNC13D', 'ESYT3', 'CADPS', 'THOC6', 'SPTBN5', 'MAP2K1', 'STX4', 'ABL1', 'TSNARE1', 'DOCK2', 'SYT2', 'PEX6', 'SYT1', 'NPEPPS', 'RSRC1', 'CCP110', 'RAB11FIP2', 'XRCC5', 'PTPRK', 'MAPK1', 'HSP90AB1', 'UNC13B', 'LIN7C', 'PKP3', 'SYT7', 'STX16-NPEPL1', 'RIT2', 'A1CF', 'SYT4', 'SYT9', 'RPH3A', 'VPS39', 'PSMC3', 'LAMP1', 'RPL4', 'GPC6', 'PLD2', 'SYTL1', 'MYO5C', 'SNX32', 'COLQ', 'MAN2B1', 'RAB5B', 'KPNA3', 'CLMN', 'AKAP6', 'BDNF', 'MON1A', 'KIF13B', 'NAPRT', 'RAP1A', 'TTBK2', 'GPC5', 'IGF2R', 'MON1B', 'BCL2', 'DMD', 'KIF22', 'BBS2', 'CDX2', 'STXBP6', 'CALY', 'DENND4C', 'RPL28', 'TPGS1', 'TULP1', 'HPS4', 'TIMM17A', 'SYTL2', 'CLBA1', 'STXBP5', 'SCFD2', 'CKAP5', 'TNIK', 'BAK1', 'TUBA4A', 'RBSN', 'VPS35L', 'GPC1', 'TPBG', 'SYTL4', 'RIMS2', 'WWC1', 'FAM53C', 'YWHAB', 'DNAJC27', 'RAB27B', 'SYT6', 'DCHS1', 'DNAJA3', 'DOC2A', 'ZDHHC21', 'SPTBN1', 'NDE1', 'CASQ2', 'VPS33B', 'CSPG5', 'PPP3CA', 'TUB', 'SPCS1', 'VPS18', 'HYOU1', 'MACF1', 'DYNLL2', 'KIF1C', 'CRKL', 'NRXN1', 'PKIA', 'ZFAND2B', 'SNX8', 'FCHO2', 'THY1', 'JAM3', 'TGFBRAP1', 'DENND1A', 'LMTK2', 'CAPN1', 'SH3BP4', 'C2CD5', 'IPO7', 'SPG7', 'SYTL5', 'TSPAN5']	C877
