phenotype	description	h2_liability	h2_liability_se	h2_observed	h2_observed_se	h2_z	h2_p	h2_sig	confidence	notes	intercept	intercept_se	intercept_z	intercept_p	lambdaGC	mean_chi2	ratio	ratio_se	n	Neff	variable_type	isBinary	n_cases	n_controls	prevalence	source	sex	isNotPrimary	isBadPower	isLowNeff	isMidNeff	isExtremeSE	isHighSE	isSexBias	isBadOrdinal	isNumericOrdinal
102330	Sweets intake	-0.005777843	0.015371373	-0.005777843	0.015371373	-0.375883355	0.646498192	nonsig	medium	isNumericOrdinal;	1.014258637	0.008808808	1.618679576	0.052758112	1.016636629	1.013061539	1.091650626	0.674408105	51427	51427	ordinal	FALSE	NA	NA	NA	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
102360	Sweet biscuits intake	0.029545787	0.026810217	0.029545787	0.026810217	1.102034608	0.135223313	nonsig	medium	isNumericOrdinal;	1.000387778	0.013461208	0.028807099	0.48850922	1.01275349	1.019626838	0.019757556	0.685857202	51427	51427	ordinal	FALSE	NA	NA	NA	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
102400	Savoury snack consumers	0.019269576	0.025805461	0.01167703	0.015637664	0.746724725	0.227614871	nonsig	high		1.020213627	0.00882207	2.291256658	0.010974287	1.032936536	1.027669933	0.730526757	0.318832355	51427	47192.47	binary	TRUE	18335	33092	0.356524783	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
102440	Unsalted nuts intake	-0.004112645	0.012779783	-0.004112645	0.012779783	-0.321808686	0.626201183	nonsig	medium	isNumericOrdinal;	1.000229593	0.00790087	0.029059176	0.488408697	1.002721795	1.003202442	0.071693038	2.467139397	51427	51427	ordinal	FALSE	NA	NA	NA	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
102460	Crisp intake	0.011944777	0.018201298	0.011944777	0.018201298	0.656259655	0.255828536	nonsig	medium	isNumericOrdinal;	1.009467564	0.009505194	0.996041193	0.159615065	1.015470907	1.017246936	0.548941801	0.551123593	51427	51427	ordinal	FALSE	NA	NA	NA	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
102700	Starchy food consumers	0.052822959	0.025395957	0.029157965	0.01401842	2.079975136	0.018763907	nominal	high		0.997498992	0.007869904	-0.317793925	0.624679371	1.027609066	1.022763534	-0.109869048	0.345724191	51427	40212.65	binary	TRUE	13706	37721	0.266513699	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
102800	Cheese consumers	0.064362772	0.022162485	0.04075851	0.014034664	2.904131603	0.001841367	nominal	high		0.99241678	0.007298234	-1.039048599	0.850608933	1.022775137	1.023447837	-0.323408073	0.311254039	51427	50953.05	binary	TRUE	23245	28182	0.451999922	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
102820	Hard cheese intake	0.01900382	0.014711414	0.01900382	0.014711414	1.291773864	0.098217734	nonsig	medium	isNumericOrdinal;	0.996075024	0.008937822	-0.43914235	0.669720803	1.010665646	1.009714056	-0.404051215	0.920091663	51427	51427	ordinal	FALSE	NA	NA	NA	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
102830	Soft cheese intake	0.011486049	0.013237006	0.011486049	0.013237006	0.867722604	0.192773104	nonsig	medium	isNumericOrdinal;	0.985726786	0.007724264	-1.847841331	0.96768735	0.998302335	1.00066693	-21.40136076	11.58181733	51427	51427	ordinal	FALSE	NA	NA	NA	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
102840	Blue cheese intake	0.00829261	0.015935572	0.00829261	0.015935572	0.520383604	0.301398118	nonsig	medium	isNumericOrdinal;	1.003426674	0.00858304	0.399237822	0.344858989	1.006020488	1.005930458	0.577809371	1.447281144	51422	51422	ordinal	FALSE	NA	NA	NA	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
102930	Egg consumers	0.011306151	0.029842959	0.005664573	0.014951828	0.378854879	0.352397816	nonsig	medium	isMidNeff;	0.996806124	0.009042414	-0.35321053	0.638034693	1.008550177	1.005839252	-0.546966585	1.548556848	51427	34167.14	binary	TRUE	10817	40610	0.210336983	phesant	both_sexes	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
103000	Meat consumers	0.038950086	0.024271525	0.022620389	0.014095767	1.604764632	0.054272806	nonsig	high		0.989995839	0.007934899	-1.260779861	0.896305914	1.002306128	1.007322012	-1.366313107	1.083704737	51427	43855.27	binary	TRUE	35580	15847	0.691854473	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
103020	Beef intake	0.010371544	0.015179276	0.010371544	0.015179276	0.683269989	0.247218127	nonsig	medium	isNumericOrdinal;	1.004780444	0.008493111	0.562861305	0.286764666	1.014992856	1.012701839	0.376358398	0.668652108	51422	51422	ordinal	FALSE	NA	NA	NA	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
103060	Poultry intake	0.007403403	0.013840303	0.007403403	0.013840303	0.534916225	0.296353894	nonsig	medium	isNumericOrdinal;	0.997844401	0.00815429	-0.264351577	0.60424549	1.01221641	1.009638292	-0.223649528	0.846030618	51422	51422	ordinal	FALSE	NA	NA	NA	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
103070	Bacon intake	0.020799192	0.015720544	0.020799192	0.015720544	1.323058018	0.092908042	nonsig	medium	isNumericOrdinal;	0.988923316	0.009133666	-1.212731452	0.887383745	1.003137548	1.000965757	-11.46943263	9.457520552	51427	51427	ordinal	FALSE	NA	NA	NA	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
1031	Frequency of friend/family visits	0.040899377	0.002939715	0.040899377	0.002939715	13.91269935	2.65E-44	z7	medium	isNumericOrdinal;	1.022107124	0.009745177	2.268519464	0.011648782	1.236469555	1.287267731	0.076956516	0.033923675	358821	358821	ordinal	FALSE	NA	NA	NA	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
103120	Fat removed from meat	0.157678196	0.201094251	0.04574729	0.058343622	0.784100966	0.216490434	NA	none	isBadPower;	1.000618087	0.009036258	0.068400765	0.472733307	1.009324599	1.009190537	0.06725254	0.983213275	13447	3756.94	binary	TRUE	1016	12431	0.075555886	phesant	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
103130	Skin removed from poultry	0.449462786	0.601939666	0.048186778	0.064533782	0.74669076	0.227625124	NA	none	isBadPower;	0.998186204	0.008004801	-0.226588564	0.589628157	0.996851088	0.998355492	NA	NA	11288	762.66	binary	TRUE	194	11094	0.017186393	phesant	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
103140	Fish consumer	0.055005857	0.023251955	0.031243344	0.013207118	2.365644406	0.008999361	nominal	high		0.98747259	0.007904318	-1.584881766	0.9435034	1.003820757	1.008242514	-1.519853114	0.958969399	51427	42218.97	binary	TRUE	14833	36594	0.288428258	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
103250	Vegetarian alternatives intake	0.013241592	0.085941006	0.002346149	0.015227053	0.154077691	0.438774239	NA	low	isLowNeff;	0.999175787	0.00786348	-0.104815292	0.541738812	1.002395192	1.008226038	-0.10019561	0.955925498	51427	6970.31	binary	TRUE	1806	49621	0.03511774	phesant	both_sexes	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
103990	Vegetable consumers	0.063598039	0.029942181	0.029377226	0.013830902	2.124028266	0.01683389	nominal	medium	isMidNeff;	1.004856958	0.007809124	0.621959442	0.266984268	1.022535239	1.028098339	0.172855709	0.27792119	51427	29876.24	binary	TRUE	42359	9068	0.82367239	phesant	both_sexes	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
104020	Fried potatoes intake	0.036743991	0.016602211	0.036743991	0.016602211	2.21319861	0.013441978	nominal	medium	isNumericOrdinal;	0.985499467	0.009469986	-1.531209582	0.937141198	1.007984442	1.014471374	-1.002014991	0.65439441	51427	51427	ordinal	FALSE	NA	NA	NA	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
104090	Side salad intake	0.010208124	0.015697942	0.010208124	0.015697942	0.650284184	0.257754336	nonsig	medium	isNumericOrdinal;	1.005156232	0.009376867	0.549888595	0.291197894	1.025866337	1.025027665	0.206021307	0.374660084	51427	51427	ordinal	FALSE	NA	NA	NA	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
104170	Carrot intake	-0.006093535	0.014477479	-0.006093535	0.014477479	-0.4208975	0.663085035	nonsig	medium	isNumericOrdinal;	1.006353456	0.008591245	0.739526843	0.229793573	1.013678794	1.011257653	0.56436774	0.763147066	51427	51427	ordinal	FALSE	NA	NA	NA	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
104210	Cucumber intake	0.00352071	0.01677513	0.00352071	0.01677513	0.209876752	0.416881934	nonsig	medium	isNumericOrdinal;	1.002788898	0.008990732	0.310196933	0.378205601	1.010158924	1.011378374	0.245105099	0.790159648	51427	51427	ordinal	FALSE	NA	NA	NA	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
104240	Lettuce intake	0.026140969	0.0132796	0.026140969	0.0132796	1.968505721	0.024504939	nominal	medium	isNumericOrdinal;	1.007461648	0.007428944	1.004402272	0.157592378	1.028661428	1.024334378	0.30662992	0.305285968	51427	51427	ordinal	FALSE	NA	NA	NA	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
104290	Sweet pepper intake	-0.006309079	0.013849105	-0.006309079	0.013849105	-0.455558604	0.675646292	nonsig	medium	isNumericOrdinal;	1.00778698	0.00889442	0.87549045	0.190653552	1.018491204	1.01706114	0.456416156	0.521326253	51427	51427	ordinal	FALSE	NA	NA	NA	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
104340	Fresh tomato intake	0.030547369	0.015662271	0.030547369	0.015662271	1.950379333	0.025565462	nominal	medium	isNumericOrdinal;	1.002973892	0.008334466	0.356818511	0.360613839	1.029353273	1.026944849	0.11036958	0.309315734	51427	51427	ordinal	FALSE	NA	NA	NA	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
104400	Fruit consumers	0.087476982	0.032103864	0.041322447	0.015165249	2.724811641	0.003216909	nominal	medium	isMidNeff;	1.005429688	0.00863247	0.628984345	0.264679653	1.045390547	1.043877938	0.123745293	0.196738272	51427	30995.47	binary	TRUE	41921	9506	0.815155463	phesant	both_sexes	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
104450	Apple intake	0.010334972	0.015132619	0.010334972	0.015132619	0.682959899	0.247316091	nonsig	medium	isNumericOrdinal;	1.016672663	0.008784182	1.898032489	0.028845901	1.027338546	1.034066209	0.489419373	0.257856162	51427	51427	ordinal	FALSE	NA	NA	NA	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
104460	Banana intake	0.04952554	0.030699622	0.04952554	0.030699622	1.613229619	0.053347315	nonsig	medium	isNumericOrdinal;	0.993339408	0.015781	-0.422063996	0.663510847	1.028150213	1.035865797	-0.185708741	0.44000138	51427	51427	ordinal	FALSE	NA	NA	NA	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
104530	Orange intake	-0.008333141	0.012867259	-0.008333141	0.012867259	-0.647623615	0.74138579	nonsig	medium	isNumericOrdinal;	1.016885036	0.007833522	2.155484651	0.015561964	1.005366263	1.006792751	2.485743309	1.153217819	51427	51427	ordinal	FALSE	NA	NA	NA	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
104670	Vitamin supplement user	0.055634102	0.027044472	0.034766481	0.016900446	2.057133973	0.01983667	nominal	high		0.998490225	0.010015625	-0.150741936	0.559910354	1.031520554	1.029903995	-0.050487391	0.334925985	51427	49785.11	binary	TRUE	21119	30308	0.41065977	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
104900	Time spent doing vigorous physical activity	0.040939539	0.016719846	0.040939539	0.016719846	2.448559562	0.007171436	nominal	medium	isNumericOrdinal;	0.993180312	0.009433821	-0.722897815	0.765128667	1.035167923	1.034018735	-0.200468606	0.277312508	51427	51427	ordinal	FALSE	NA	NA	NA	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
104910	Time spent doing moderate physical activity	0.002399002	0.015412429	0.002399002	0.015412429	0.155653737	0.438152982	nonsig	medium	isNumericOrdinal;	1.000492792	0.008988614	0.054824065	0.478139314	1.009711921	1.008829899	0.055809514	1.017974758	51427	51427	ordinal	FALSE	NA	NA	NA	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
104920	Time spent doing light physical activity	0.020350539	0.015885116	0.020350539	0.015885116	1.281107375	0.100077977	NA	low	isBadOrdinal;	0.981446458	0.009642211	-1.92419997	0.972835239	0.999013535	1.002642875	-7.020212293	3.648379796	51427	51427	ordinal	FALSE	NA	NA	NA	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
1050	Time spend outdoors in summer	0.068282457	0.003692959	0.068282457	0.003692959	18.48990204	1.25E-76	z7	high		1.040875606	0.010380657	3.937670577	4.11E-05	1.392623796	1.485793225	0.084141985	0.021368467	327717	327717	ordinal	FALSE	NA	NA	NA	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1060	Time spent outdoors in winter	0.043869805	0.003277355	0.043869805	0.003277355	13.3857341	3.66E-41	z7	high		1.002485718	0.008952694	0.277650278	0.390640416	1.210427262	1.236015334	0.010532018	0.037932678	284889	284889	ordinal	FALSE	NA	NA	NA	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1070	Time spent watching television (TV)	0.10479375	0.004358615	0.10479375	0.004358615	24.04289921	4.95E-128	z7	high		1.077026004	0.01275659	6.038134459	7.80E-10	1.594732893	1.768852957	0.100183011	0.016591716	341859	341859	ordinal	FALSE	NA	NA	NA	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1080	Time spent using computer	0.097582741	0.00415583	0.097582741	0.00415583	23.48092896	3.19E-122	z7	high		1.045385009	0.011121699	4.080762419	2.24E-05	1.46366973	1.566284906	0.080145187	0.019639758	280750	280750	ordinal	FALSE	NA	NA	NA	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1090	Time spent driving	0.037292397	0.003893546	0.037292397	0.003893546	9.578004355	4.95E-22	z7	high		1.026512232	0.009707334	2.731154803	0.003155641	1.191482005	1.212658937	0.124670201	0.045647431	241357	241357	ordinal	FALSE	NA	NA	NA	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1100	Drive faster than motorway speed limit	0.058302915	0.003456947	0.058302915	0.003456947	16.86543315	4.04E-64	z7	high		1.045591298	0.011317614	4.028348832	2.81E-05	1.335379996	1.407308652	0.111933045	0.027786334	327192	327192	ordinal	FALSE	NA	NA	NA	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
110001	"Invitation to complete online 24-hour recall dietary questionnaire, acceptance"	0.059805316	0.006433713	0.03518366	0.003784974	9.295615035	7.32E-21	z7	high		1.025866706	0.009022136	2.867026884	0.002071739	1.172589849	1.176001963	0.146968279	0.051261563	218234	190281.28	binary	TRUE	148169	70065	0.678945536	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1110	Length of mobile phone use	0.052520659	0.003402053	0.052520659	0.003402053	15.43793301	4.55E-54	z7	medium	isNumericOrdinal;	1.039009159	0.011335406	3.441355139	0.000289404	1.331681738	1.402417531	0.096937027	0.028168272	356618	356618	ordinal	FALSE	NA	NA	NA	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
1120	Weekly usage of mobile phone in last 3 months	0.051788037	0.003700371	0.051788037	0.003700371	13.99536211	8.32E-45	z7	medium	isNumericOrdinal;	1.007188988	0.009711746	0.740236426	0.229578274	1.254405716	1.294445437	0.02441535	0.032983178	301157	301157	ordinal	FALSE	NA	NA	NA	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
1130	Hands-free device/speakerphone use with mobile phone in last 3 month	0.030225259	0.004996539	0.030225259	0.004996539	6.04923847	7.28E-10	z4	high		0.99555907	0.01439403	-0.308525848	0.621158883	1.1373447	1.161245466	-0.027541428	0.089267814	302733	302733	ordinal	FALSE	NA	NA	NA	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1140	Difference in mobile phone use compared to two years previously	0.014451072	0.002432168	0.014451072	0.002432168	5.941643383	1.41E-09	z4	high		0.996630213	0.008131386	-0.414417299	0.660715739	1.073131933	1.071539782	-0.047103683	0.113662444	298239	298239	ordinal	FALSE	NA	NA	NA	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1150_1	Usual side of head for mobile phone use: Left	0.042945141	0.008419347	0.026009823	0.005099197	5.10076862	1.69E-07	z4	high		1.00382729	0.01425573	0.268473783	0.394167326	1.120112096	1.146595476	0.02610783	0.097245361	303009	277796.44	binary	TRUE	107802	195207	0.355771611	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1150_2	Usual side of head for mobile phone use: Right	0.045693323	0.008876779	0.0286749	0.005570633	5.147511869	1.32E-07	z4	high		1.006005581	0.015776741	0.380660416	0.351727622	1.144407805	1.168674214	0.035604617	0.093533806	303009	295499.7	binary	TRUE	175355	127654	0.578712183	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1150_3	Usual side of head for mobile phone use: Equally left and right	0.051401645	0.010125817	0.01366423	0.002691772	5.076295873	1.92E-07	z4	high		1.010255509	0.008698098	1.179051888	0.119188757	1.083354672	1.086317594	0.118811343	0.100768545	303009	74205.49	binary	TRUE	19852	283157	0.065516206	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1160	Sleep duration	0.074505733	0.004236561	0.074505733	0.004236561	17.58637198	1.57E-69	z7	high		1.023222485	0.011913204	1.949306527	0.025629415	1.400262854	1.520811821	0.044589014	0.022874296	359020	359020	ordinal	FALSE	NA	NA	NA	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1170	Getting up in morning	0.068566513	0.003629014	0.068566513	0.003629014	18.89397671	6.39E-80	z7	high		1.076411251	0.012615201	6.057077673	6.93E-10	1.422704046	1.543066922	0.140703196	0.023229551	360231	360231	ordinal	FALSE	NA	NA	NA	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1180	Morning/evening person (chronotype)	0.11867834	0.005401505	0.11867834	0.005401505	21.97134555	2.71E-107	z7	high		1.06907207	0.014969557	4.614169268	1.97E-06	1.586990801	1.78357263	0.088150182	0.019104237	322488	322488	ordinal	FALSE	NA	NA	NA	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1190	Nap during day	0.083694575	0.003656915	0.083694575	0.003656915	22.88665964	3.15E-116	z7	high		1.052847224	0.012843822	4.114602665	1.94E-05	1.470026517	1.616250164	0.085756121	0.020841896	360855	360855	ordinal	FALSE	NA	NA	NA	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1200	Sleeplessness / insomnia	0.062392594	0.003493816	0.062392594	0.003493816	17.85801033	1.25E-71	z7	high		1.03448378	0.01074041	3.210657588	0.000662158	1.380612003	1.470391775	0.073308637	0.022832904	360738	360738	ordinal	FALSE	NA	NA	NA	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1210	Snoring	0.098010087	0.005466049	0.060077943	0.003350563	17.93070144	3.40E-72	z7	high		1.040604592	0.011540231	3.518525067	0.000216976	1.3438917	1.420467728	0.096570055	0.027446175	336320	314833.44	binary	TRUE	125656	210664	0.373620362	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1220	Daytime dozing / sleeping (narcolepsy)	0.049452176	0.0030404	0.049452176	0.0030404	16.26502473	8.74E-60	z7	high		1.028199447	0.01103859	2.554624027	0.005315128	1.294407612	1.3528232	0.07992515	0.031286463	359752	359752	ordinal	FALSE	NA	NA	NA	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
12336_irnt	Ventricular rate	0.265179708	0.07763951	0.265179708	0.07763951	3.415525264	0.000318296	NA	low	isLowNeff;	0.987360433	0.008627761	-1.464988074	0.928537914	1.031309746	1.037183098	-0.339927763	0.232034492	10817	10817	continuous_irnt	FALSE	NA	NA	NA	phesant	both_sexes	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
12338_irnt	P duration	-0.018878751	0.07438254	-0.018878751	0.07438254	-0.253806219	0.600177366	NA	low	isLowNeff;	1.014931109	0.008649095	1.726320484	0.042144886	1.007567685	1.015471816	0.965052145	0.559022588	10785	10785	continuous_irnt	FALSE	NA	NA	NA	phesant	both_sexes	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
12340_irnt	QRS duration	0.240566792	0.133010705	0.240566792	0.133010705	1.808627298	0.035254462	NA	low	isLowNeff;	0.995423341	0.01414877	-0.323466932	0.626829177	1.032605049	1.044760856	-0.102246907	0.316096939	10815	10815	continuous_irnt	FALSE	NA	NA	NA	phesant	both_sexes	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1239	Current tobacco smoking	0.056771134	0.003318264	0.056771134	0.003318264	17.10868318	6.39E-66	z7	high		1.012771159	0.010768151	1.186012169	0.117808747	1.320651809	1.396236191	0.032231177	0.027176093	360797	360797	ordinal	FALSE	NA	NA	NA	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1249	Past tobacco smoking	0.089490878	0.003996707	0.089490878	0.003996707	22.39115106	2.40E-111	z7	high		1.046615474	0.011507243	4.050967971	2.55E-05	1.464100264	1.625749693	0.074495401	0.018389531	332141	332141	ordinal	FALSE	NA	NA	NA	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1259	Smoking/smokers in household	0.012570238	0.002587273	0.012570238	0.002587273	4.858489129	5.91E-07	z4	high		1.006010626	0.009572232	0.627923142	0.265027145	1.06944889	1.078253519	0.076809655	0.122323338	332573	332573	ordinal	FALSE	NA	NA	NA	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1269	Exposure to tobacco smoke at home	0.009770629	0.002405891	0.009770629	0.002405891	4.061126763	2.44E-05	z4	high		1.007056776	0.009132346	0.772723278	0.219843084	1.067977446	1.071078119	0.099281981	0.128483227	326676	326676	ordinal	FALSE	NA	NA	NA	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1279	Exposure to tobacco smoke outside home	0.026563855	0.003202522	0.026563855	0.003202522	8.294667675	5.44E-17	z7	high		1.027994509	0.01034937	2.704948133	0.003415753	1.162720714	1.194081115	0.144241283	0.053324972	306191	306191	ordinal	FALSE	NA	NA	NA	phesant	both_sexes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
